GRANDES	PROPN	grand
.	PUNCT	.
Item	X	item
,	PUNCT	,
celui	DET	cel
merquedy	ADJ	merquedorde
après	ADV	après
vespres	NOUN	vespre
,	PUNCT	,
le	DET	le
dit	VERB	dire
cardinal	ADJ	cardinal
de	ADP	de
Paris	PROPN	paris
parti	VERB	partir
de	ADP	de
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
pour	ADP	pour
aler	VERB	aler
à	ADP	à
Romme	PROPN	rompre
,	PUNCT	,
devers	ADP	devers
le	DET	le
Pape	NOUN	pape
,	PUNCT	,
et	CCONJ	et
prist	VERB	prendre
congié	NOUN	congié
du	ADP.DET	de.le
Roy	NOUN	roi
au	ADP.DET	a.le
Louvre	PROPN	louvort
,	PUNCT	,
et	CCONJ	et
le	DET	le
convoierent	VERB	convoiier
jusques	ADP	jusque
hors	ADV	hors
de	ADP	de
Paris	PROPN	paris
les	DET	le
dux	NOUN	duc
de	ADP	de
Berry	PROPN	berry
et	CCONJ	et
de	ADP	de
Bourgoingne	PROPN	bourgogne
,	PUNCT	,
freres	NOUN	frere
du	ADP.DET	de.le
Roy	NOUN	roi
,	PUNCT	,
et	CCONJ	et
aussi	ADV	aussi
fist	VERB	faire
le	DET	le
cardinal	ADJ	cardinal
de	ADP	de
Beauvés	PROPN	beaucevour
et	CCONJ	et
pluseurs	DET	plusieurs
autres	PRON	autre
prelas	ADJ	preler
,	PUNCT	,
qui	PRON	qui
estoient	VERB	estre
en	ADP	en
la	DET	le
dite	VERB	dire
ville	NOUN	ville
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
et	CCONJ	et
s'	DET	soi
en	ADP	en
ala	VERB	aler
au	ADP.DET	a.le
giste	NOUN	gésit
à	ADP	à
Charenton	NOUN	charenton
.	PUNCT	.
Item	X	item
,	PUNCT	,
le	DET	le
venredy	VERB	venir
,	PUNCT	,
jour	NOUN	jour
de	ADP	de
la	DET	le
Purificacion	PROPN	purification
Nostre-Dame	PROPN	nôtre-dame
,	PUNCT	,
ou	CCONJ	ou
dit	VERB	dire
an	ADP	en
M	PUNCT	me
CCC	DET	cect
LX	DET	lent
VIII	DET	huit
,	PUNCT	,
messire	NOUN	seignor
Guillaume	PROPN	guillaume
de	ADP	de
Meleun	PROPN	meleu
,	PUNCT	,
lors	ADV	lors
arcevesque	NOUN	archevéque
de	ADP	de
Sens	NOUN	sens
,	PUNCT	,
par	ADP	par
bulles	NOUN	buleu
du	ADP.DET	de.le
Pape	NOUN	pape
à	ADP	à
li	DET	le
sur	ADP	sur
ce	PRON	ce
envoiées	VERB	envoyer
,	PUNCT	,
presenta	VERB	presenter
et	CCONJ	et
bailla	VERB	bailler
au	ADP.DET	a.le
dit	VERB	dire
cardinal	ADJ	cardinal
de	ADP	de
Beauvés	PROPN	beaucevour
,	PUNCT	,
chancellier	VERB	chancelier
de	ADP	de
France	PROPN	france
,	PUNCT	,
le	DET	le
chappel	NOUN	chapel
rouge	NOUN	rouge
,	PUNCT	,
ou	CCONJ	ou
chastel	NOUN	chastel
du	ADP.DET	de.le
Louvre	PROPN	louvort
emprès	NOUN	emprès
Paris	PROPN	paris
,	PUNCT	,
en	ADP	en
la	DET	le
presence	NOUN	présence
du	ADP.DET	de.le
roy	NOUN	roi
Charles	PROPN	charles
,	PUNCT	,
après	ADV	après
la	DET	le
messe	NOUN	messe
,	PUNCT	,
emprès	NOUN	emprès
l'	DET	le
autel	NOUN	autel
de	ADP	de
la	DET	le
chappelle	NOUN	chapelle
du	ADP.DET	de.le
dit	VERB	dire
chastel	NOUN	chastel
.	PUNCT	.
Item	X	item
,	PUNCT	,
le	DET	le
dymenche	NOUN	dhame
ensuyvant	VERB	ensuivre
,	PUNCT	,
IIIIe	ADJ	uitir
jour	NOUN	jour
du	ADP.DET	de.le
mois	NOUN	mois
de	ADP	de
fevrier	VERB	fervir
,	PUNCT	,
l'	DET	le
an	ADP	en
dessus	ADV	dessus
dit	VERB	dire
,	PUNCT	,
la	DET	le
Royne	NOUN	roine
releva	VERB	relever
de	ADP	de
sa	DET	son
gesine	NOUN	gesne
de	ADP	de
son	DET	son
dit	VERB	dire
filz	NOUN	fil
,	PUNCT	,
au	ADP.DET	a.le
quel	DET	quel
le	DET	le
Roy	NOUN	roi
avoit	VERB	avoir
donné	VERB	donner
le	DET	le
Dalphiné	PROPN	dépaus
de	ADP	de
Viennois	ADJ	venir
,	PUNCT	,
et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
estoit	VERB	estre
appellé	VERB	appeler
monseigneur	NOUN	monseigneur
le	DET	le
dalphin	NOUN	dapoin
.	PUNCT	.
Et	CCONJ	et
ot	VERB	avoir
grant	ADJ	grant
feste	NOUN	fête
aus	PRON	il
dictes	VERB	dire
relevailles	NOUN	relevel
,	PUNCT	,
à	ADP	à
disner	VERB	dire
et	CCONJ	et
après	ADV	après
disner	VERB	dire
,	PUNCT	,
de	ADP	de
dancier	NOUN	dancier
et	CCONJ	et
d'	ADP	de
autres	PRON	autre
esbatemens	NOUN	esbatement
.	PUNCT	.
Item	X	item
,	PUNCT	,
en	ADP	en
celui	DET	cel
temps	NOUN	temps
,	PUNCT	,
en	ADP	en
divers	ADJ	divers
jours	NOUN	jour
,	PUNCT	,
se	PRON	se
rendirent	VERB	rendre
aus	PRON	il
gens	NOUN	gens
du	ADP.DET	de.le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
pluseurs	DET	plusieurs
villes	NOUN	ville
et	CCONJ	et
forteresses	NOUN	forteresse
du	ADP.DET	de.le
duchié	NOUN	duché
de	ADP	de
Guyenne	PROPN	guyenne
,	PUNCT	,
qui	PRON	qui
par	ADP	par
avant	ADV	avant
estoient	VERB	estre
subgiez	VERB	sugies
du	ADP.DET	de.le
roy	NOUN	roi
d'	ADP	de
Angleterre	PROPN	angleterre
;	PUNCT	;
et	CCONJ	et
se	PRON	se
aerdirent	VERB	aredier
aus	PRON	il
appellacions	NOUN	appeler
que	SCONJ	que
avoient	VERB	avoir
faites	VERB	faire
le	DET	le
conte	NOUN	comte
d'	ADP	de
Armygnac	PROPN	armagnac
,	PUNCT	,
le	DET	le
conte	NOUN	comte
de	ADP	de
Pierregort	PROPN	pierre
,	PUNCT	,
le	DET	le
seigneur	NOUN	seigneur
de	ADP	de
Lebret	PROPN	ledité
et	CCONJ	et
pluseurs	DET	plusieurs
autres	PRON	autre
du	ADP.DET	de.le
pays	NOUN	pays
de	ADP	de
Guyenne	PROPN	guyenne
,	PUNCT	,
contre	ADP	contre
le	DET	le
prince	NOUN	prince
de	ADP	de
Galles	PROPN	galles
,	PUNCT	,
ainsné	VERB	ainzné
filz	NOUN	fil
du	ADP.DET	de.le
roy	NOUN	roi
d'	ADP	de
Angleterre	PROPN	angleterre
et	CCONJ	et
duc	NOUN	duc
de	ADP	de
Guyenne	PROPN	guyenne
.	PUNCT	.
Et	CCONJ	et
en	ADP	en
ce	PRON	ce
temps	NOUN	temps
le	DET	le
dit	VERB	dire
prince	NOUN	prince
acoucha	VERB	accouchar
malade	ADJ	malade
d'	ADP	de
une	DET	un
moult	ADV	moult
grieve	VERB	grever
maladie	ADJ	maladen
et	CCONJ	et
devint	VERB	devenir
ytropite	VERB	itoppre
.	PUNCT	.
Et	CCONJ	et
pour	ADP	pour
les	DET	le
causes	NOUN	cause
devant	ADP	devant
dites	VERB	dire
,	PUNCT	,
le	DET	le
roy	NOUN	roi
d'	ADP	de
Angleterre	PROPN	angleterre
envoia	VERB	envoyer
des	ADP.DET	de.le
Anglois	PROPN	anglais
de	ADP	de
son	DET	son
pays	NOUN	pays
et	CCONJ	et
un	DET	un
sien	ADJ	sien
autre	ADJ	autre
filz	NOUN	fil
,	PUNCT	,
appellé	VERB	appeler
monseigneur	NOUN	monseigneur
Hemon	ADJ	hemoner
,	PUNCT	,
ou	CCONJ	ou
pays	NOUN	pays
de	ADP	de
Guyenne	PROPN	guyenne
.	PUNCT	.
Car	CCONJ	car
pour	ADP	pour
occasion	NOUN	occasion
des	ADP.DET	de.le
dictes	VERB	dire
appellacions	NOUN	appeler
,	PUNCT	,
se	PRON	se
ensivit	NOUN	ensivre
guerre	NOUN	guerre
entre	ADP	entre
les	DET	le
diz	NOUN	dire
roy	NOUN	roi
et	CCONJ	et
ses	DET	son
enfans	NOUN	enfant
contre	ADP	contre
les	DET	le
diz	NOUN	dire
appellans	VERB	appeler
.	PUNCT	.
De	ADP	de
la	DET	le
desconfiture	NOUN	desconfire
de	ADP	de
la	DET	le
bataille	NOUN	bataille
du	ADP.DET	de.le
roy	NOUN	roi
Pierre	PROPN	piere
d'	ADP	de
Espaigne	PROPN	espagne
et	CCONJ	et
comment	ADV	comment
il	PRON	il
mourut	VERB	mourir
.	PUNCT	.
En	ADP	en
l'	DET	le
an	ADP	en
dessus	ADV	dessus
dit	VERB	dire
mil	DET	mil
CCC	DET	cect
LXVIII	DET	levit-quatre
,	PUNCT	,
le	DET	le
XIIIIe	ADJ	suiter
jour	NOUN	jour
du	ADP.DET	de.le
mois	NOUN	mois
de	ADP	de
mars	NOUN	marc
,	PUNCT	,
le	DET	le
roy	NOUN	roi
Henry	PROPN	henri
et	CCONJ	et
le	DET	le
roy	NOUN	roi
Pierre	PROPN	piere
de	ADP	de
Castelle	NOUN	châtelle
,	PUNCT	,
des	ADP.DET	de.le
quelz	ADJ	quel
chascun	DET	chascun
tenoit	VERB	tenir
grant	ADJ	grant
partie	NOUN	partie
du	ADP.DET	de.le
royaume	NOUN	royaume
de	ADP	de
Castelle	NOUN	châtelle
,	PUNCT	,
se	PRON	se
combatirent	VERB	combattre
assez	ADV	assez
près	NOUN	près
de	ADP	de
Sebille	NOUN	seble
la	DET	le
Grant	ADJ	grant
,	PUNCT	,
et	CCONJ	et
estoient	VERB	estre
avec	ADP	avec
le	DET	le
dit	VERB	dire
Henry	PROPN	henri
pluseurs	DET	plusieurs
François	PROPN	françon
et	CCONJ	et
Bretons	PROPN	breton
tenanz	NOUN	tenir
la	DET	le
partie	NOUN	partie
du	ADP.DET	de.le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
,	PUNCT	,
et	CCONJ	et
avecques	ADP	avec
le	DET	le
dit	VERB	dire
Pierre	PROPN	piere
estoient	VERB	estre
pluseurs	DET	plusieurs
Castellains	PROPN	châtelain
et	CCONJ	et
Sarrazins	PROPN	sarrasin
.	PUNCT	.
Et	CCONJ	et
fu	VERB	estre
ycelui	DET	cil
Pierre	PROPN	piere
desconfit	VERB	desconfire
et	CCONJ	et
tres	ADV	très
grant	ADJ	grant
foison	NOUN	foison
de	ADP	de
ses	DET	son
gens	NOUN	gens
mors	NOUN	mors
.	PUNCT	.
Et	CCONJ	et
il	PRON	il
s'	DET	soi
enfouy	NOUN	enfous
en	ADP	en
ung	DET	un
chastel	NOUN	chastel
,	PUNCT	,
qui	PRON	qui
estoit	VERB	estre
assez	ADV	assez
pres	ADV	près
du	ADP.DET	de.le
lieu	NOUN	lieu
de	ADP	de
la	DET	le
bataille	NOUN	bataille
,	PUNCT	,
et	CCONJ	et
fu	VERB	estre
suyvi	VERB	suivre
par	ADP	par
le	DET	le
roy	NOUN	roi
Henry	PROPN	henri
et	CCONJ	et
par	ADP	par
ses	DET	son
gens	NOUN	gens
,	PUNCT	,
qui	PRON	qui
se	PRON	se
mistrent	VERB	mettre
entour	ADP	entour
le	DET	le
chastel	NOUN	chastel
.	PUNCT	.
Et	CCONJ	et
ycelui	DET	cil
Pierre	PROPN	piere
,	PUNCT	,
cuidant	VERB	cuidier
eschapper	VERB	eschaper
,	PUNCT	,
traicta	VERB	traiter
à	ADP	à
aucuns	DET	aucun
de	ADP	de
ceuls	DET	cil
de	ADP	de
la	DET	le
partie	NOUN	partie
de	ADP	de
Henry	PROPN	henri
,	PUNCT	,
qui	PRON	qui
estoient	VERB	estre
hors	ADV	hors
du	ADP.DET	de.le
dit	VERB	dire
chastel	NOUN	chastel
,	PUNCT	,
à	ADP	à
une	DET	un
grande	ADJ	grand
somme	NOUN	somme
de	ADP	de
florins	NOUN	florir
,	PUNCT	,
pour	ADP	pour
le	DET	le
conduire	VERB	conduire
seurement	NOUN	sûrement
hors	ADV	hors
du	ADP.DET	de.le
dit	VERB	dire
chastel	NOUN	chastel
,	PUNCT	,
lesquelz	DET	lequel
le	DET	le
revelerent	VERB	reveler
au	ADP.DET	a.le
dit	VERB	dire
Henry	PROPN	henri
.	PUNCT	.
Et	CCONJ	et
fu	VERB	estre
ycelui	DET	cil
Henry	PROPN	henri
à	ADP	à
l'	DET	le
encontre	ADP	encontre
du	ADP.DET	de.le
dit	VERB	dire
Pierre	PROPN	piere
,	PUNCT	,
ou	CCONJ	ou
ses	DET	son
gens	NOUN	gens
pour	ADP	pour
li	DET	le
,	PUNCT	,
et	CCONJ	et
pristrent	VERB	prendre
le	DET	le
dit	VERB	dire
Pierre	PROPN	piere
au	ADP.DET	a.le
partir	VERB	partir
du	ADP.DET	de.le
dit	VERB	dire
chastel	NOUN	chastel
,	PUNCT	,
et	CCONJ	et
li	DET	le
fist	VERB	faire
le	DET	le
dit	VERB	dire
Henry	PROPN	henri
couper	VERB	couper
la	DET	le
teste	NOUN	teste
,	PUNCT	,
le	DET	le
XXIIe	ADJ	vingt-quatre
jour	NOUN	jour
du	ADP.DET	de.le
dit	VERB	dire
mois	NOUN	mois
.	PUNCT	.
Si	ADV	si
fu	VERB	estre
l'	DET	le
en	ADP	en
liez	ADJ	lié
en	ADP	en
France	PROPN	france
de	ADP	de
ceste	DET	cest
aventure	NOUN	aventure
,	PUNCT	,
car	CCONJ	car
le	DET	le
dit	VERB	dire
Henry	PROPN	henri
avoit	VERB	avoir
tousjours	ADV	toujours
tenu	VERB	tenir
et	CCONJ	et
encores	ADV	encore
tenoit	VERB	tenir
la	DET	le
partie	NOUN	partie
de	ADP	de
France	PROPN	france
et	CCONJ	et
le	DET	le
roy	NOUN	roi
Pierre	PROPN	piere
estoit	VERB	estre
aliez	VERB	aler
aus	PRON	il
Anglois	PROPN	anglais
.	PUNCT	.
Toutesvoies	PROPN	toutefois
estoient	VERB	estre
freres	NOUN	frere
les	DET	le
diz	NOUN	dire
Henry	PROPN	henri
et	CCONJ	et
Pierre	PROPN	piere
,	PUNCT	,
mais	NOUN	mais
Pierre	PROPN	piere
estoit	VERB	estre
legitime	NOUN	lestignye
,	PUNCT	,
et	CCONJ	et
Henry	PROPN	henri
non	NOUN	nom
,	PUNCT	,
si	ADV	si
comme	SCONJ	comme
l'	DET	le
en	ADP	en
disoit	VERB	dire
.	PUNCT	.
Si	ADV	si
demoura	VERB	demeurer
le	DET	le
royaume	NOUN	royaume
tout	DET	tout
enterin	NOUN	enterne
au	ADP.DET	a.le
dit	VERB	dire
Henry	PROPN	henri
,	PUNCT	,
et	CCONJ	et
certainement	NOUN	certainement
moult	ADV	moult
de	ADP	de
gens	NOUN	gens
tenoient	VERB	tenir
que	SCONJ	que
ce	PRON	ce
feust	VERB	être
advenu	VERB	advenir
au	ADP.DET	a.le
dit	VERB	dire
Pierre	PROPN	piere
,	PUNCT	,
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
il	PRON	il
estoit	VERB	estre
tres	ADV	très
mauvais	ADJ	mauvais
homme	NOUN	homme
et	CCONJ	et
avoit	VERB	avoir
murtri	NOUN	mourir
mauvaisement	ADV	mauvaisement
et	CCONJ	et
trayteusement	NOUN	traitelaire
sa	DET	son
bonne	ADJ	bon
femme	NOUN	femme
espousée	NOUN	esposer
,	PUNCT	,
fille	NOUN	fille
du	ADP.DET	de.le
duc	NOUN	duc
de	ADP	de
Bourbon	PROPN	bourbon
et	CCONJ	et
suer	NOUN	seror
de	ADP	de
la	DET	le
royne	NOUN	roine
de	ADP	de
France	PROPN	france
.	PUNCT	.
De	ADP	de
la	DET	le
confirmation	NOUN	confiremint
du	ADP.DET	de.le
mariage	NOUN	mariage
de	ADP	de
messire	NOUN	seignor
Phelippe	PROPN	philippe
,	PUNCT	,
duc	NOUN	duc
de	ADP	de
Bourgongne	PROPN	bourgogne
,	PUNCT	,
et	CCONJ	et
de	ADP	de
la	DET	le
fille	NOUN	fille
au	ADP.DET	a.le
conte	NOUN	comte
de	ADP	de
Flandres	PROPN	flandres
,	PUNCT	,
et	CCONJ	et
comment	ADV	comment
Abbeville	NOUN	abbeville
en	ADP	en
Pontieu	PROPN	potinet
et	CCONJ	et
pluseurs	DET	plusieurs
autres	PRON	autre
villes	NOUN	ville
se	PRON	se
rendirent	VERB	rendre
au	ADP.DET	a.le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
.	PUNCT	.
L'	DET	le
an	ADP	en
de	ADP	de
grace	NOUN	grace
mil	DET	mil
CCC	DET	cect
LXIX	DET	lendre
,	PUNCT	,
le	DET	le
samedi	NOUN	samedi
après	ADV	après
Pasques	NOUN	passe
,	PUNCT	,
qui	PRON	qui
fu	VERB	estre
le	DET	le
VIIe	ADJ	sixie
jour	NOUN	jour
d'	ADP	de
avril	NOUN	avril
,	PUNCT	,
car	CCONJ	car
Pasques	NOUN	passe
furent	VERB	estre
celi	PRON	cel
an	ADP	en
le	DET	le
premier	ADJ	premier
jour	NOUN	jour
d'	ADP	de
avril	NOUN	avril
,	PUNCT	,
le	DET	le
mariage	NOUN	mariage
qui	PRON	qui
longuement	ADV	longuement
avoit	VERB	avoir
esté	VERB	être
traictié	VERB	traité
de	ADP	de
messire	NOUN	seignor
Phelippe	PROPN	philippe
,	PUNCT	,
frere	NOUN	frere
du	ADP.DET	de.le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
Charles	PROPN	charles
,	PUNCT	,
et	CCONJ	et
duc	NOUN	duc
de	ADP	de
Bourgoigne	PROPN	bourgogne
,	PUNCT	,
et	CCONJ	et
de	ADP	de
Marguerite	PROPN	marguerite
,	PUNCT	,
fille	NOUN	fille
de	ADP	de
messire	NOUN	seignor
Loys	PROPN	louis
,	PUNCT	,
conte	NOUN	comte
de	ADP	de
Flandres	PROPN	flandres
,	PUNCT	,
fu	VERB	estre
passé	NOUN	passer
et	CCONJ	et
accordé	VERB	accorder
par	ADP	par
certaines	ADJ	certain
manieres	NOUN	manière
et	CCONJ	et
condicions	NOUN	condition
,	PUNCT	,
dont	PRON	dont
mencion	NOUN	mencion
sera	VERB	estre
faite	VERB	faire
ci	ADV	ci
après	ADV	après
,	PUNCT	,
après	ADV	après
ce	PRON	ce
que	SCONJ	que
la	DET	le
cronique	ADJ	cronoistre
fera	VERB	faire
mencion	NOUN	mencion
de	ADP	de
la	DET	le
solempnisacion	NOUN	solensencelon
du	ADP.DET	de.le
dit	VERB	dire
mariage	NOUN	mariage
en	ADP	en
Sainte	ADJ	saint
Eglise	NOUN	église
.	PUNCT	.
Item	X	item
,	PUNCT	,
le	DET	le
dymenche	NOUN	dhame
XXIXe	DET	vingt-quatre
jour	NOUN	jour
du	ADP.DET	de.le
dit	VERB	dire
mois	NOUN	mois
d'	ADP	de
avril	NOUN	avril
l'	DET	le
an	ADP	en
dessus	ADV	dessus
dit	VERB	dire
,	PUNCT	,
la	DET	le
ville	NOUN	ville
d'	ADP	de
Abbeville	NOUN	abbeville
en	ADP	en
Pontieu	PROPN	potinet
se	PRON	se
rendy	VERB	rendre
aus	PRON	il
gens	NOUN	gens
du	ADP.DET	de.le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
à	ADP	à
messire	NOUN	seignor
Hue	PROPN	huei
de	ADP	de
Chasteillon	PROPN	chastellier
,	PUNCT	,
maistre	NOUN	maître
des	ADP.DET	de.le
arbalestiers	NOUN	arbalestier
du	ADP.DET	de.le
dit	VERB	dire
Roy	NOUN	roi
,	PUNCT	,
pour	ADP	pour
et	CCONJ	et
ou	CCONJ	ou
nom	DET	nom
du	ADP.DET	de.le
dit	VERB	dire
Roy	NOUN	roi
,	PUNCT	,
comme	SCONJ	comme
à	ADP	à
leur	DET	leur
souverain	ADJ	souverain
seigneur	NOUN	seigneur
.	PUNCT	.
Et	CCONJ	et
celi	PRON	cel
jour	NOUN	jour
se	PRON	se
rendi	VERB	rendre
la	DET	le
ville	NOUN	ville
de	ADP	de
Rue	PROPN	rüe
.	PUNCT	.
Et	CCONJ	et
celle	DET	cil
sepmaine	NOUN	sempener
se	PRON	se
rendirent	VERB	rendre
pareillement	ADV	pareillement
toutes	DET	tout
les	DET	le
villes	NOUN	ville
,	PUNCT	,
chasteaux	NOUN	château
et	CCONJ	et
forteresses	NOUN	forteresse
de	ADP	de
la	DET	le
conté	VERB	conter
de	ADP	de
Pontieu	PROPN	potinet
que	SCONJ	que
le	DET	le
roy	NOUN	roi
d'	ADP	de
Angleterre	PROPN	angleterre
tenoit	VERB	tenir
,	PUNCT	,
par	ADP	par
tele	DET	tel
maniere	NOUN	manière
que	SCONJ	que
le	DET	le
dit	VERB	dire
roy	NOUN	roi
de	ADP	de
France	PROPN	france
ot	VERB	avoir
par	ADP	par
ses	DET	son
gens	NOUN	gens
la	DET	le
possession	NOUN	possession
de	ADP	de
la	DET	le
dite	VERB	dire
conté	VERB	conter
,	PUNCT	,
en	ADP	en
X	DET	deux
jours	NOUN	jour
après	ADV	après
ce	PRON	ce
que	SCONJ	que
la	DET	le
dite	VERB	dire
ville	NOUN	ville
d'	ADP	de
Abbeville	NOUN	abbeville
se	PRON	se
fu	VERB	estre
rendue	VERB	rendre
,	PUNCT	,
excepté	NOUN	excepter
une	DET	un
forteresse	NOUN	forteresse
appelée	VERB	appeler
Noielle	ADJ	neuille
,	PUNCT	,
laquelle	DET	lequel
n'	ADV	ne
estoit	VERB	estre
pas	NOUN	pas
du	ADP.DET	de.le
demaine	NOUN	demaine
de	ADP	de
la	DET	le
dite	VERB	dire
conté	VERB	conter
,	PUNCT	,
mais	NOUN	mais
en	ADP	en
estoit	VERB	estre
tenue	VERB	tenir
en	ADP	en
fief	NOUN	fief
,	PUNCT	,
et	CCONJ	et
le	DET	le
demaine	NOUN	demaine
estoit	VERB	estre
à	ADP	à
la	DET	le
contesse	NOUN	comtesse
d'	ADP	de
Aubemarle	PROPN	aubamaisement
,	PUNCT	,
à	ADP	à
laquelle	DET	lequel
contesse	NOUN	comtesse
les	DET	le
gens	NOUN	gens
du	ADP.DET	de.le
roy	NOUN	roi
d'	ADP	de
Angleterre	PROPN	angleterre
l'	DET	le
avoient	VERB	avoir
ostée	VERB	ôter
,	PUNCT	,
et	CCONJ	et
la	DET	le
tindrent	VERB	tenir
messire	NOUN	seignor
Nicole	PROPN	nicole
Stamworth	PROPN	tamposter
et	CCONJ	et
autres	PRON	autre
Anglois	PROPN	anglais
qui	PRON	qui
estoient	VERB	estre
dedenz	ADP	dedenz
.	PUNCT	.
Et	CCONJ	et
les	DET	le
causes	NOUN	cause
pour	ADP	pour
lesquelles	DET	lequel
le	DET	le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
fist	VERB	faire
prendre	VERB	prendre
la	DET	le
dite	VERB	dire
conté	VERB	conter
,	PUNCT	,
et	CCONJ	et
les	DET	le
autres	PRON	autre
terres	NOUN	terre
assises	VERB	asseoir
en	ADP	en
Guyenne	PROPN	guyenne
,	PUNCT	,
qui	PRON	qui
se	PRON	se
mistrent	VERB	mettre
en	ADP	en
l'	DET	le
obeissance	NOUN	obéissance
du	ADP.DET	de.le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
et	CCONJ	et
par	ADP	par
avant	ADV	avant
estoient	VERB	estre
au	ADP.DET	a.le
roy	NOUN	roi
d'	ADP	de
Angleterre	PROPN	angleterre
,	PUNCT	,
seront	VERB	estre
ci	ADV	ci
après	ADV	après
escriptes	VERB	écrite
.	PUNCT	.
Item	X	item
,	PUNCT	,
le	DET	le
secont	VERB	secont
jour	NOUN	jour
de	ADP	de
may	NOUN	mai
,	PUNCT	,
l'	DET	le
an	ADP	en
dessus	ADV	dessus
dit	VERB	dire
,	PUNCT	,
se	PRON	se
presenterent	NOUN	presenter
en	ADP	en
parlement	NOUN	parlement
contre	ADP	contre
Edouart	PROPN	édouard
,	PUNCT	,
prince	NOUN	prince
de	ADP	de
Galles	PROPN	galles
et	CCONJ	et
duc	NOUN	duc
de	ADP	de
Guyenne	PROPN	guyenne
,	PUNCT	,
le	DET	le
conte	NOUN	comte
d'	ADP	de
Armignac	PROPN	armagnac
,	PUNCT	,
messire	NOUN	seignor
Jehan	PROPN	jean
d'	ADP	de
Armignac	PROPN	armagnac
,	PUNCT	,
le	DET	le
seigneur	NOUN	seigneur
de	ADP	de
Lebret	PROPN	ledité
et	CCONJ	et
pluseurs	DET	plusieurs
autres	PRON	autre
nobles	NOUN	noble
,	PUNCT	,
consulz	NOUN	conseil
,	PUNCT	,
consulaz	VERB	conseil
et	CCONJ	et
communautez	VERB	communément
du	ADP.DET	de.le
duchié	NOUN	duché
de	ADP	de
Guyenne	PROPN	guyenne
,	PUNCT	,
lesquels	DET	lequel
avoient	VERB	avoir
appellé	VERB	appeler
du	ADP.DET	de.le
dit	VERB	dire
duc	NOUN	duc
de	ADP	de
Guyenne	PROPN	guyenne
.	PUNCT	.
Du	ADP.DET	de.le
parlement	NOUN	parlement
que	SCONJ	que
le	DET	le
Roy	NOUN	roi
tint	VERB	tenir
sur	ADP	sur
le	DET	le
fait	VERB	faire
des	ADP.DET	de.le
appellacions	NOUN	appeler
,	PUNCT	,
dont	PRON	dont
mencion	NOUN	mencion
est	VERB	estre
faite	VERB	faire
.	PUNCT	.
Le	DET	le
merquedi	ADJ	merdue
IXe	ADJ	inze
jour	NOUN	jour
du	ADP.DET	de.le
dit	VERB	dire
mois	NOUN	mois
de	ADP	de
may	NOUN	mai
,	PUNCT	,
veille	VERB	veillier
de	ADP	de
l'	DET	le
Ascencion	PROPN	ascension
l'	DET	le
an	ADP	en
dessus	ADV	dessus
dit	VERB	dire
,	PUNCT	,
le	DET	le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
Charles	PROPN	charles
fu	VERB	estre
en	ADP	en
la	DET	le
chambre	NOUN	chambre
de	ADP	de
Parlement	NOUN	parlement
,	PUNCT	,
en	ADP	en
la	DET	le
maniere	NOUN	manière
que	SCONJ	que
le	DET	le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
y	ADV	y
a	ADP	a
acoustumé	VERB	accoutumer
de	ADP	de
estre	VERB	estre
,	PUNCT	,
et	CCONJ	et
la	DET	le
royne	NOUN	roine
Jehanne	PROPN	jeanne
assise	VERB	asseoir
de	ADP	de
costé	NOUN	côté
le	DET	le
Roy	NOUN	roi
,	PUNCT	,
et	CCONJ	et
le	DET	le
cardinal	ADJ	cardinal
de	ADP	de
Beauvés	PROPN	beaucevour
,	PUNCT	,
chancelier	VERB	chancelier
de	ADP	de
France	PROPN	france
,	PUNCT	,
au	ADP.DET	a.le
dessous	ADP	dessous
,	PUNCT	,
ou	CCONJ	ou
lieu	NOUN	lieu
ou	CCONJ	ou
quel	DET	quel
siet	VERB	sëoir
le	DET	le
premier	ADJ	premier
president	VERB	prendre
.	PUNCT	.
Et	CCONJ	et
de	ADP	de
ce	PRON	ce
renc	NOUN	renc
seoient	VERB	sëoir
les	DET	le
arcevesques	NOUN	arcevesse
de	ADP	de
Reins	NOUN	reins
,	PUNCT	,
de	ADP	de
Sens	NOUN	sens
et	CCONJ	et
de	ADP	de
Tours	PROPN	tour
,	PUNCT	,
et	CCONJ	et
pluseurs	DET	plusieurs
evesques	NOUN	evesque
jusques	ADP	jusque
au	ADP.DET	a.le
nombre	NOUN	nombre
de	ADP	de
XV	DET	sovent
,	PUNCT	,
et	CCONJ	et
pluseurs	DET	plusieurs
abbez	NOUN	abbé
et	CCONJ	et
autres	PRON	autre
gens	NOUN	gens
d'	ADP	de
