S'	PRO	se
plusieurs	DET	plusieurs
font	VERB	faire
,	PUNCT	,
lesquelz	DET	lequel
n'	ADV	ne
auront	VERB	avoir
point	NOUN	point
retribution	NOUN	rétroition
de	ADP	de
Dieu	PROPN	dieu
,	PUNCT	,
car	CCONJ	car
en	ADP	en
ce	PRON	ce
monde	NOUN	monde
ilz	PRON	il
ont	VERB	avoir
voullu	VERB	vouloir
avoir	VERB	avoir
leur	DET	leur
remuneration	NOUN	remontremont
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
la	DET	le
louenge	NOUN	louange
du	ADP.DET	de.le
monde	NOUN	monde
.	PUNCT	.
Madame	PROPN	madeau
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
ne	ADV	ne
faisoit	VERB	faire
pas	NOUN	pas
ainssi	ADV	ainsi
,	PUNCT	,
mais	NOUN	mais
pour	ADP	pour
l'	DET	le
amour	NOUN	amour
de	ADP	de
Nostre	DET	notre
Seigneur	NOUN	seigneur
,	PUNCT	,
et	CCONJ	et
admounestoit	VERB	admouter
sez	VERB	savoir
subjectz	NOUN	sujet
a	ADP	a
ainssi	ADV	ainsi
faire	VERB	faire
affin	NOUN	afin
qu'	SCONJ	que
elle	PRON	elle
fut	VERB	être
parsonniere	NOUN	parsonne
de	ADP	de
la	DET	le
clarté	NOUN	clarté
de	ADP	de
laquelle	DET	lequel
l'	DET	le
ange	NOUN	ange
parla	VERB	parler
a	ADP	a
Daniel	PROPN	daneil
,	PUNCT	,
le	DET	le
prophette	NOUN	propeter
,	PUNCT	,
en	ADP	en
disant	VERB	dire
que	SCONJ	que
ceulx	PRON	cil
qui	PRON	qui
enseignent	VERB	enseigne
lez	DET	lez
aultres	PRON	autre
a	ADP	a
bien	NOUN	bien
faire	VERB	faire
resplendiront	VERB	répondre
plus	ADV	plus
cler	ADJ	clair
que	SCONJ	que
les	DET	le
estoilles	NOUN	estreloi
.	PUNCT	.
Encores	ADV	encore
donna	VERB	donner
la	DET	le
saincte	ADJ	saint
royne	NOUN	roine
aux	ADP.DET	à.le
esglises	VERB	eglise
monseigneur	NOUN	monseigneur
sainct	ADJ	saint
Pierre	PROPN	piere
et	CCONJ	et
sainct	ADJ	saint
Pol	PROPN	paul
a	ADP	a
Rome	PROPN	rome
moult	ADV	moult
riches	ADJ	riche
dons	NOUN	donc
et	CCONJ	et
honorables	ADJ	honorable
pour	ADP	pour
l'	DET	le
amour	NOUN	amour
des	ADP.DET	de.le
deulx	DET	deux
apostres	NOUN	apostle
et	CCONJ	et
semblablement	ADV	semblablement
aux	ADP.DET	à.le
reclus	NOUN	reclus
et	CCONJ	et
aux	ADP.DET	à.le
aultres	PRON	autre
povres	ADJ	pauvre
elle	PRON	elle
envoyoit	VERB	envoyer
souvant	DET	souvent
larges	ADJ	large
aumosnes	NOUN	aumône
.	PUNCT	.
Car	CCONJ	car
sa	DET	son
devocion	NOUN	devocir
croissoit	VERB	croisor
chacun	DET	chacun
jour	NOUN	jour
et	CCONJ	et
tousjours	ADV	toujours
prioit	VERB	priier
Nostre	DET	notre
Seigneur	NOUN	seigneur
qu'	SCONJ	que
i	ADV	i
luy	PRON	lui
envoyast	VERB	envoyer
lieu	NOUN	lieu
et	CCONJ	et
temps	NOUN	temps
que	SCONJ	que
elle	PRON	elle
peust	VERB	pouvoir
estre	VERB	estre
religieuse	VERB	religier
en	ADP	en
la	DET	le
devantdicte	VERB	deventir
abbaye	NOUN	abbaye
que	SCONJ	que
elle	PRON	elle
mesmes	ADJ	même
avoit	VERB	avoir
fondee	VERB	fonder
.	PUNCT	.
Mais	CCONJ	mais
les	DET	le
plus	ADV	plus
puissans	NOUN	puissant
et	CCONJ	et
ceulx	PRON	cil
qui	PRON	qui
estoient	VERB	estre
premiers	ADJ	premier
au	ADP.DET	a.le
royaulme	NOUN	royaume
de	ADP	de
France	PROPN	france
la	DET	le
retindrent	VERB	retenir
moult	ADV	moult
longuement	ADV	longuement
de	ADP	de
ce	PRON	ce
sainct	ADJ	saint
propoz	NOUN	propos
mesmement	ADV	mêmement
pour	ADP	pour
ce	PRON	ce
qu'	SCONJ	que
ilz	PRON	il
veoient	VERB	vëoir
que	SCONJ	que
les	DET	le
religieulx	ADJ	religille
estoient	VERB	estre
ainssi	ADV	ainsi
comme	SCONJ	comme
gouvernés	NOUN	gouverner
et	CCONJ	et
soustenuz	VERB	soutont
par	ADP	par
son	DET	son
tres	ADV	très
sainct	ADJ	saint
conseil	NOUN	conseil
et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
mesmes	ADJ	même
que	SCONJ	que
tous	DET	tout
l'	DET	le
aymoient	VERB	aimer
de	ADP	de
grand	ADJ	grand
amour	NOUN	amour
a	ADP	a
cause	NOUN	cause
de	ADP	de
sa	DET	son
saincte	ADJ	saint
conversacion	NOUN	conversance
.	PUNCT	.
A	ADP	a
grant	ADJ	grant
paine	NOUN	peine
luy	PRON	lui
eussent	VERB	avoir
ilz	PRON	il
souffert	NOUN	souffre
entrer	VERB	entrer
en	ADP	en
religion	NOUN	religion
se	PRON	se
n'	ADV	ne
eust	VERB	avoir
esté	VERB	être
par	ADP	par
le	DET	le
moyen	NOUN	moyen
d'	ADP	de
ung	DET	un
evesque	NOUN	évêque
,	PUNCT	,
lequel	DET	lequel
avoit	VERB	avoir
non	NOUN	nom
Singnevraulx	NOUN	senglement
que	SCONJ	que
lez	DET	lez
Françoys	PROPN	français
occirent	VERB	occire
par	ADP	par
leur	DET	leur
orgueil	NOUN	orgueil
.	PUNCT	.
Mais	CCONJ	mais
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
les	DET	le
barons	NOUN	baron
eurent	VERB	avoir
paour	NOUN	peur
que	SCONJ	que
la	DET	le
royne	NOUN	roine
ne	ADV	ne
lez	DET	lez
eut	VERB	avoir
en	ADP	en
indignacion	NOUN	indignetion
et	CCONJ	et
qu'	SCONJ	que
elle	PRON	elle
ne	ADV	ne
vousist	VERB	voloir
celle	DET	cil
desloyaulté	VERB	desloyaler
venger	VERB	venger
,	PUNCT	,
octroyerent	VERB	octroyer
ce	PRON	ce
que	SCONJ	que
par	ADP	par
devant	ADP	devant
n'	ADV	ne
avoient	VERB	avoir
pas	NOUN	pas
voullu	VERB	vouloir
par	ADP	par
amour	NOUN	amour
.	PUNCT	.
Et	CCONJ	et
sans	NOUN	sans
faulte	NOUN	faute
,	PUNCT	,
ilz	PRON	il
ne	ADV	ne
l'	DET	le
octroyerent	VERB	octroyer
mye	ADJ	mie
par	ADP	par
bon	ADJ	bon
courage	NOUN	courage
,	PUNCT	,
mais	NOUN	mais
pour	ADP	pour
eschever	VERB	eschever
temporel	ADJ	tempore
dommage	NOUN	dommage
.	PUNCT	.
La	DET	le
saincte	ADJ	saint
royne	NOUN	roine
ne	ADV	ne
prenoit	VERB	prendre
pas	NOUN	pas
garde	NOUN	garde
a	ADP	a
leur	DET	leur
intencion	NOUN	intention
,	PUNCT	,
car	CCONJ	car
elle	PRON	elle
conduisoit	VERB	conduire
sa	DET	son
voulenté	NOUN	volonté
selon	ADJ	selon
Dieu	PROPN	dieu
et	CCONJ	et
non	NOUN	nom
pas	NOUN	pas
selon	ADJ	selon
le	DET	le
conseil	NOUN	conseil
de	ADP	de
ceulx	PRON	cil
de	ADP	de
ce	PRON	ce
monde	NOUN	monde
.	PUNCT	.
Et	CCONJ	et
ne	ADV	ne
demoura	VERB	demeurer
guieres	NOUN	guire
aprés	ADP	après
ses	DET	son
choses	NOUN	chose
qu'	SCONJ	que
elle	PRON	elle
fut	VERB	être
amenee	VERB	amener
par	ADP	par
les	DET	le
barons	NOUN	baron
et	CCONJ	et
seigneurs	NOUN	seigneur
a	ADP	a
Chelles	DET	chelle
,	PUNCT	,
auquel	ADP.PRON	à.lequel
lieu	NOUN	lieu
les	DET	le
religieuses	ADJ	religier
la	DET	le
receurent	VERB	reconquerre
,	PUNCT	,
si	ADV	si
comme	SCONJ	comme
rayson	NOUN	raison
estoit	VERB	estre
,	PUNCT	,
moult	ADV	moult
honorablement	NOUN	hournable
.	PUNCT	.
Et	CCONJ	et
elle	PRON	elle
rendoit	VERB	rendre
graces	NOUN	grace
a	ADP	a
Nostre	DET	notre
Seigneur	NOUN	seigneur
,	PUNCT	,
lequel	DET	lequel
l'	DET	le
avoit	VERB	avoir
admenee	VERB	amener
a	ADP	a
port	NOUN	port
de	ADP	de
salut	VERB	salüer
.	PUNCT	.
Mais	CCONJ	mais
l'	DET	le
ennemy	NOUN	ennemi
de	ADP	de
humaine	ADJ	humain
nature	NOUN	nature
qui	PRON	qui
tousjours	ADV	toujours
est	VERB	estre
marry	NOUN	marir
du	ADP.DET	de.le
bien	NOUN	bien
et	CCONJ	et
joyeulx	NOUN	joyeux
du	ADP.DET	de.le
mal	NOUN	mal
prochassa	VERB	prochaser
que	SCONJ	que
,	PUNCT	,
quant	SCONJ	cant
elle	PRON	elle
eut	VERB	avoir
esté	VERB	être
ung	DET	un
petit	ADJ	petit
en	ADP	en
l'	DET	le
abbaye	NOUN	abbaye
,	PUNCT	,
lez	DET	lez
religieuses	ADJ	religier
de	ADP	de
leans	ADV	léans
qu'	SCONJ	que
elle	PRON	elle
avoit	VERB	avoir
doulcement	NOUN	doucement
nourries	NOUN	nourrir
et	CCONJ	et
instruictes	NOUN	instruction
la	DET	le
commencerent	VERB	commencer
a	ADP	a
avoir	VERB	avoir
contrecueur	NOUN	contrue-ce
et	CCONJ	et
ce	PRON	ce
efforcerent	VERB	efforcer
de	ADP	de
luy	PRON	lui
rendre	VERB	rendre
mal	NOUN	mal
pour	ADP	pour
bien	NOUN	bien
.	PUNCT	.
Mais	CCONJ	mais
si	ADV	si
tost	DET	tost
que	SCONJ	que
celle	DET	cil
saincte	ADJ	saint
dame	NOUN	dame
s'	DET	soi
en	ADP	en
apperceut	VERB	apercevoir
,	PUNCT	,
en	ADP	en
print	VERB	prendre
tout	DET	tout
le	DET	le
tort	NOUN	tort
sur	ADP	sur
elle	PRON	elle
et	CCONJ	et
vint	VERB	venir
a	ADP	a
eulx	PRON	eux
et	CCONJ	et
leur	DET	leur
crya	VERB	crïer
moult	ADV	moult
humblement	ADV	humblement
mercy	NOUN	merci
de	ADP	de
leur	DET	leur
forfaict	NOUN	forfait
mesmes	ADJ	même
et	CCONJ	et
par	ADP	par
telle	DET	tel
humilité	NOUN	humilité
elle	PRON	elle
accorda	VERB	accorder
et	CCONJ	et
mist	VERB	metre
en	ADP	en
paix	NOUN	paix
et	CCONJ	et
en	ADP	en
amour	NOUN	amour
toutes	DET	tout
les	DET	le
seurs	NOUN	ser
.	PUNCT	.
Elle	PRON	elle
donna	VERB	donner
si	ADV	si
grant	ADJ	grant
exemple	NOUN	exemple
de	ADP	de
humilité	NOUN	humilité
a	ADP	a
toutes	DET	tout
les	DET	le
aultres	PRON	autre
que	SCONJ	que
elle	PRON	elle
mesmes	ADJ	même
servoit	VERB	servir
souvant	DET	souvent
pour	ADP	pour
sez	VERB	savoir
seurs	NOUN	ser
en	ADP	en
la	DET	le
cuysine	NOUN	cuisine
et	CCONJ	et
faisoit	VERB	faire
plusieurs	DET	plusieurs
services	NOUN	service
necessaires	ADJ	nécessaire
.	PUNCT	.
Telle	DET	tel
margueritte	NOUN	marguerite
precieuse	ADJ	precïos
qu'	SCONJ	que
elle	PRON	elle
estoit	VERB	estre
,	PUNCT	,
nectoyoit	VERB	nétot
lez	DET	lez
chambres	NOUN	chambre
aysees	NOUN	aise
et	CCONJ	et
en	ADP	en
ostoit	VERB	ostoire
les	DET	le
ordures	NOUN	ordure
a	ADP	a
ses	DET	son
propres	NOUN	propre
mains	NOUN	main
et	CCONJ	et
tout	DET	tout
ce	PRON	ce
faisoit	VERB	faire
a	ADP	a
chere	NOUN	cher
joyeuse	ADJ	joyeux
et	CCONJ	et
de	ADP	de
bon	ADJ	bon
courage	NOUN	courage
pour	ADP	pour
l'	DET	le
amour	NOUN	amour
de	ADP	de
celuy	DET	cil
qui	PRON	qui
dict	VERB	dire
:	PUNCT	:
«	PUNCT	"
Je	PRON	je
ne	ADV	ne
suys	VERB	suis
pas	NOUN	pas
venu	VERB	venir
pour	ADP	pour
estre	VERB	estre
servy	VERB	servir
,	PUNCT	,
mes	DET	mais
pour	ADP	pour
servir	VERB	servir
.	PUNCT	.
»	PUNCT	"
Aulcungs	DET	aucun
ne	ADV	ne
pourroient	VERB	pouvoir
croyre	VERB	croire
que	SCONJ	que
cy	ADV	ci
haulte	ADJ	haut
dame	NOUN	dame
,	PUNCT	,
si	ADV	si
noble	ADJ	noble
et	CCONJ	et
si	ADV	si
puissante	ADJ	poissante
,	PUNCT	,
ce	PRON	ce
abandonnast	VERB	abandoner
a	ADP	a
faire	VERB	faire
cy	ADV	ci
vil	ADJ	vil
service	NOUN	service
,	PUNCT	,
se	PRON	se
la	DET	le
tres	ADV	très
grant	ADJ	grant
amour	NOUN	amour
de	ADP	de
Nostre	DET	notre
Seigneur	NOUN	seigneur
ne	ADV	ne
l'	DET	le
eust	VERB	avoir
incitee	NOUN	inciette
ad	VERB	avoir
ce	PRON	ce
faire	VERB	faire
.	PUNCT	.
Elle	PRON	elle
estoit	VERB	estre
continuellement	NOUN	continuellement
en	ADP	en
oraison	NOUN	oraison
,	PUNCT	,
en	ADP	en
pleurs	NOUN	pleure
et	CCONJ	et
gemissemens	NOUN	jesmeil
et	CCONJ	et
estoit	VERB	estre
tellement	NOUN	tellement
en	ADP	en
cherité	NOUN	chérité
abandonnee	VERB	abandoner
que	SCONJ	que
elle	PRON	elle
pleuroit	VERB	pleurer
avecquez	ADP	avec
ceulx	PRON	cil
qui	PRON	qui
pleuroient	VERB	pleurer
et	CCONJ	et
ce	PRON	ce
esjouyssoit	VERB	éjoussir
avecquez	ADP	avec
ceulx	PRON	cil
qui	PRON	qui
se	PRON	se
esjouyssoient	VERB	éjouistre
et	CCONJ	et
mesmement	ADV	mêmement
elle	PRON	elle
prenoit	VERB	prendre
la	DET	le
cure	NOUN	cure
de	ADP	de
visiter	VERB	visiter
les	DET	le
povres	ADJ	pauvre
mallades	ADJ	malade
et	CCONJ	et
lez	DET	lez
confortoit	VERB	conforter
.	PUNCT	.
Et	CCONJ	et
aprés	ADP	après
ce	PRON	ce
qu'	SCONJ	que
elle	PRON	elle
les	DET	le
avoit	VERB	avoir
sustentez	NOUN	sostenté
et	CCONJ	et
reconfortés	VERB	reconforter
de	ADP	de
bons	ADJ	bon
enseignemens	NOUN	ensemble
pour	ADP	pour
parvenir	VERB	parvenir
a	ADP	a
la	DET	le
gloire	NOUN	gloire
de	ADP	de
paradis	NOUN	paradis
,	PUNCT	,
elle	PRON	elle
lez	DET	lez
refectionnoit	VERB	refendre
de	ADP	de
la	DET	le
viende	NOUN	venir
corporelle	NOUN	corpelort
en	ADP	en
leur	DET	leur
distribuant	VERB	dire-diz
et	CCONJ	et
donnant	VERB	donner
leurs	DET	leur
necessitez	ADJ	nécessité
par	ADP	par
le	DET	le
consentement	NOUN	consenter
de	ADP	de
l'	DET	le
abbesse	NOUN	abbé
,	PUNCT	,
laquelle	DET	lequel
tres	ADV	très
voulentiers	ADV	volontiers
obeissoit	VERB	obéir
a	ADP	a
ses	DET	son
prieres	NOUN	priier
,	PUNCT	,
car	CCONJ	car
ellez	NOUN	elle
avoient	VERB	avoir
une	DET	un
mesmes	ADJ	même
cherité	NOUN	chérité
et	CCONJ	et
une	DET	un
mesmes	ADJ	même
amour	NOUN	amour
en	ADP	en
Nostre	DET	notre
Seigneur	NOUN	seigneur
et	CCONJ	et
estoient	VERB	estre
comme	SCONJ	comme
ung	DET	un
corps	NOUN	corps
et	CCONJ	et
une	DET	un
ame	NOUN	ame
.	PUNCT	.
En	ADP	en
aprés	ADP	après
commença	VERB	commencer
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
a	ADP	a
estre	VERB	estre
mallade	ADJ	malade
de	ADP	de
une	DET	un
maniere	NOUN	manière
de	ADP	de
malladie	ADJ	maladie
que	SCONJ	que
on	PRON	on
appelle	VERB	appeler
tranchesons	NOUN	trenchier
dedans	ADP	dedans
le	DET	le
corps	NOUN	corps
que	SCONJ	que
lez	DET	lez
phisiciens	NOUN	pisicine
appellent	VERB	appeler
yloas	NOUN	yleule
.	PUNCT	.
Si	ADV	si
en	ADP	en
fut	VERB	être
cy	ADV	ci
griefvement	NOUN	grevenir
mallade	ADJ	malade
que	SCONJ	que
,	PUNCT	,
ce	PRON	ce
n'	ADV	ne
eust	VERB	avoir
esté	VERB	être
l'	DET	le
ayde	NOUN	aider
des	ADP.DET	de.le
phisiciens	NOUN	pisicine
,	PUNCT	,
elle	PRON	elle
n'	ADV	ne
eust	VERB	avoir
pas	NOUN	pas
duré	VERB	durer
longuement	ADV	longuement
en	ADP	en
vie	NOUN	vie
.	PUNCT	.
Nonobstant	PROPN	nonobstant
elle	PRON	elle
avoit	VERB	avoir
toute	DET	tout
son	DET	son
esperance	NOUN	espérance
en	ADP	en
Dieu	PROPN	dieu
,	PUNCT	,
auquel	ADP.PRON	à.lequel
continuellement	NOUN	continuellement
elle	PRON	elle
rendoit	VERB	rendre
graces	NOUN	grace
et	CCONJ	et
mercy	NOUN	merci
dez	ADP	dez
malladiez	VERB	maladire
et	CCONJ	et
tribulacions	NOUN	tribulation
qu'	SCONJ	que
il	PRON	il
luy	PRON	lui
donnoit	VERB	donner
.	PUNCT	.
Elle	PRON	elle
ce	PRON	ce
reconfortoit	VERB	reconforter
en	ADP	en
Dieu	PROPN	dieu
et	CCONJ	et
que	SCONJ	que
,	PUNCT	,
aprés	ADP	après
lez	DET	lez
tribulacions	NOUN	tribulation
de	ADP	de
ce	PRON	ce
monde	NOUN	monde
,	PUNCT	,
elle	PRON	elle
avroit	VERB	avoir
le	DET	le
vray	ADJ	vrai
repoz	NOUN	repos
eternel	NOUN	enterdre
de	ADP	de
paradis	NOUN	paradis
et	CCONJ	et
estoit	VERB	estre
toute	DET	tout
son	DET	son
estude	NOUN	esteu
et	CCONJ	et
entante	ADJ	entente
de	ADP	de
donner	VERB	donner
a	ADP	a
ses	DET	son
seurs	NOUN	ser
exemple	NOUN	exemple
de	ADP	de
pitié	NOUN	pitié
,	PUNCT	,
vraye	ADJ	vrai
amour	NOUN	amour
de	ADP	de
humilité	NOUN	humilité
et	CCONJ	et
obedience	NOUN	obétibement
sans	NOUN	sans
murmure	NOUN	murmure
.	PUNCT	.
Et	CCONJ	et
admounestoit	VERB	admouter
souvant	DET	souvent
l'	DET	le
abbesse	NOUN	abbé
qu'	SCONJ	que
elle	PRON	elle
tint	VERB	tenir
le	DET	le
roy	NOUN	roi
et	CCONJ	et
lez	DET	lez
princes	NOUN	prince
et	CCONJ	et
barons	NOUN	baron
en	ADP	en
amour	NOUN	amour
et	CCONJ	et
qu'	SCONJ	que
elle	PRON	elle
leur	DET	leur
escripvit	VERB	écrivier
souvant	DET	souvent
affin	NOUN	afin
que	SCONJ	que
la	DET	le
maison	NOUN	maison
fut	VERB	être
gardee	VERB	garder
et	CCONJ	et
soustenue	NOUN	soutenu
par	ADP	par
leur	DET	leur
ayde	NOUN	aider
et	CCONJ	et
conseil	NOUN	conseil
et	CCONJ	et
qu'	SCONJ	que
elle	PRON	elle
ne	ADV	ne
perdit	VERB	perdre
la	DET	le
bone	ADJ	bon
renommee	VERB	renommer
qu'	SCONJ	que
elle	PRON	elle
avoit	VERB	avoir
eue	NOUN	eau
.	PUNCT	.
Oultre	PROPN	outre
plus	ADV	plus
,	PUNCT	,
luy	PRON	lui
prioit	VERB	priier
sur	ADP	sur
tout	DET	tout
rien	NOUN	rien
qu'	SCONJ	que
elle	PRON	elle
eust	VERB	avoir
pitié	NOUN	pitié
des	ADP.DET	de.le
povres	ADJ	pauvre
et	CCONJ	et
des	ADP.DET	de.le
hostes	NOUN	hôte
qui	PRON	qui
leans	ADV	léans
demouroient	VERB	demeurer
,	PUNCT	,
car	CCONJ	car
come	SCONJ	come
dict	VERB	dire
l'	DET	le
escripture	NOUN	écrituce
:	PUNCT	:
«	PUNCT	"
Ce	PRON	ce
que	SCONJ	que
vous	PRON	vous
faictes	VERB	faire
en	ADP	en
ce	PRON	ce
monde	NOUN	monde
au	ADP.DET	a.le
plus	ADV	plus
petit	ADJ	petit
,	PUNCT	,
vous	PRON	vous
le	DET	le
faictes	VERB	faire
a	ADP	a
Dieu	PROPN	dieu
.	PUNCT	.
»	PUNCT	"
L'	DET	le
abbesse	NOUN	abbé
Bertille	NOUN	bertil
obeist	NOUN	obéir
voulentiers	ADV	volontiers
a	ADP	a
ses	DET	son
commandemens	NOUN	commandement
et	CCONJ	et
a	ADP	a
sez	VERB	savoir
saincts	ADJ	saint
admounestemens	NOUN	amoutemont
,	PUNCT	,
non	NOUN	nom
mye	ADJ	mie
tant	ADV	tant
seullement	ADV	seulement
a	ADP	a
la	DET	le
vie	NOUN	vie
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
,	PUNCT	,
mais	NOUN	mais
tant	ADV	tant
qu'	SCONJ	que
elle	PRON	elle
vesquit	VERB	vesquer
et	CCONJ	et
tant	ADV	tant
estoit	VERB	estre
fichee	VERB	ficher
son	DET	son
amour	NOUN	amour
et	CCONJ	et
son	DET	son
cueur	NOUN	coeur
en	ADP	en
Nostre	DET	notre
Seigneur	NOUN	seigneur
que	SCONJ	que
la	DET	le
renommee	VERB	renommer
en	ADP	en
fut	VERB	être
par	ADP	par
tout	DET	tout
les	DET	le
siecles	NOUN	siècle
des	ADP.DET	de.le
siecles	NOUN	siècle
.	PUNCT	.
Quant	SCONJ	cant
la	DET	le
fin	NOUN	fin
de	ADP	de
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
aprocha	VERB	aprochier
,	PUNCT	,
luy	PRON	lui
fut	VERB	être
en	ADP	en
une	DET	un
nuyt	NOUN	nuit
une	DET	un
vision	NOUN	visir
demonstree	ADJ	dementre
en	ADP	en
dormant	NOUN	dormir
moult	ADV	moult
belle	ADJ	beau
et	CCONJ	et
moult	ADV	moult
couvenable	ADJ	covenir
en	ADP	en
guerdon	NOUN	guerronde
de	ADP	de
sa	DET	son
desserte	NOUN	deserte
,	PUNCT	,
car	CCONJ	car
il	PRON	il
luy	PRON	lui
fut	VERB	être
advis	NOUN	avis
qu'	SCONJ	que
elle	PRON	elle
veoit	VERB	vëoir
en	ADP	en
ung	DET	un
moustier	NOUN	moustier
devant	ADP	devant
l'	DET	le
hostel	NOUN	hôtel
Nostre	DET	notre
Dame	NOUN	dame
une	DET	un
eschelle	NOUN	échelle
dressee	VERB	dresser
dont	PRON	dont
la	DET	le
haultesse	NOUN	hautier
touchoit	VERB	toucher
jusquez	VERB	jusque
au	ADP.DET	a.le
ciel	NOUN	ciel
,	PUNCT	,
et	CCONJ	et
si	ADV	si
luy	PRON	lui
fuct	NOUN	fucer
advis	NOUN	avis
que	SCONJ	que
elle	PRON	elle
mesmes	ADJ	même
montoit	VERB	monter
par	ADP	par
celle	DET	cil
eschelle	NOUN	échelle
en	ADP	en
la	DET	le
compagnie	NOUN	compagnie
des	ADP.DET	de.le
anges	NOUN	ange
Nostre	DET	notre
Seigneur	NOUN	seigneur
qui	PRON	qui
a	ADP	a
moult	ADV	moult
grand	ADJ	grand
joye	NOUN	joie
la	DET	le
conduysoient	VERB	conduire
vers	ADP	vers
le	DET	le
ciel	NOUN	ciel
.	PUNCT	.
L'	DET	le
eschelle	NOUN	échelle
qui	PRON	qui
en	ADP	en
vision	NOUN	visir
luy	PRON	lui
fut	VERB	être
monstree	NOUN	montre
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
l'	DET	le
eschelle	NOUN	échelle
que	SCONJ	que
elle	PRON	elle
mesmes	ADJ	même
avoit	VERB	avoir
dressee	VERB	dresser
au	ADP.DET	a.le
ciel	NOUN	ciel
par	ADP	par
les	DET	le
bonnes	ADJ	bon
oeuvres	NOUN	oeuvrer
qu'	SCONJ	que
elle	PRON	elle
avoit	VERB	avoir
faictes	VERB	faire
en	ADP	en
ceste	DET	cest
vie	NOUN	vie
mortelle	ADJ	mortel
.	PUNCT	.
En	ADP	en
ceste	DET	cest
eschelle	NOUN	échelle
estoient	VERB	estre
eschellons	NOUN	échellon
de	ADP	de
sept	ADJ	sept
manieres	NOUN	manière
dont	PRON	dont
la	DET	le
sinifience	NOUN	sinignelet
est	VERB	estre
moult	ADV	moult
prouffitable	ADJ	profitable
a	ADP	a
tous	DET	tout
ceulx	PRON	cil
qui	PRON	qui
veulent	VERB	voloir
monter	VERB	monter
au	ADP.DET	a.le
ciel	NOUN	ciel
.	PUNCT	.
La	DET	le
premiere	ADJ	premier
maniere	NOUN	manière
d'	ADP	de
eschellons	NOUN	échellon
signiffie	VERB	seignier
le	DET	le
premier	ADJ	premier
commandement	NOUN	commandement
de	ADP	de
bien	NOUN	bien
faire	VERB	faire
que	SCONJ	que
checung	NOUN	checun
et	CCONJ	et
chescune	NOUN	cheschenur
doibt	VERB	devoir
avoir	VERB	avoir
que	SCONJ	que
on	PRON	on
ne	ADV	ne
perde	NOUN	perdre
le	DET	le
royaulme	NOUN	royaume
de	ADP	de
paradis	NOUN	paradis
et	CCONJ	et
acquiere	VERB	acquérir
enfer	NOUN	enfer
.	PUNCT	.
La	DET	le
segonde	NOUN	segne
maniere	NOUN	manière
signiffie	VERB	seignier
la	DET	le
doulleur	NOUN	douleur
que	SCONJ	que
ung	DET	un
chacun	DET	chacun
doibt	VERB	devoir
avoir	VERB	avoir
de	ADP	de
ses	DET	son
pechez	NOUN	pechié
et	CCONJ	et
des	ADP.DET	de.le
pechés	NOUN	peché
d'	ADP	de
aultruy	PRON	autrui
.	PUNCT	.
La	DET	le
tierce	NOUN	tierce
maniere	NOUN	manière
est	VERB	estre
cougnoissance	NOUN	conoisgneur
de	ADP	de
bien	NOUN	bien
et	CCONJ	et
de	ADP	de
mal	NOUN	mal
.	PUNCT	.
La	DET	le
quarte	ADJ	cart
est	VERB	estre
force	NOUN	force
que	SCONJ	que
on	PRON	on
doibt	VERB	devoir
avoir	VERB	avoir
a	ADP	a
resister	VERB	restre
contre	ADP	contre
peché	NOUN	péché
de	ADP	de
peur	NOUN	peur
que	SCONJ	que
on	PRON	on
ne	ADV	ne
soit	VERB	estre
vaincu	VERB	veintre
.	PUNCT	.
La	DET	le
quinte	ADJ	quinter
est	VERB	estre
bon	ADJ	bon
conseil	NOUN	conseil
,	PUNCT	,
lequel	DET	lequel
on	PRON	on
doibt	VERB	devoir
querir	VERB	quérir
et	CCONJ	et
demander	VERB	demander
en	ADP	en
toutes	DET	tout
ses	DET	son
affaires	NOUN	affaire
a	ADP	a
bones	ADJ	bon
et	CCONJ	et
sainctez	NOUN	saint
gens	NOUN	gens
.	PUNCT	.
La	DET	le
vje	NOUN	viege
est	VERB	estre
entendement	NOUN	entendement
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
entendre	VERB	entendre
ce	PRON	ce
le	DET	le
conseil	NOUN	conseil
est	VERB	estre
bon	ADJ	bon
ou	CCONJ	ou
maulvaix	NOUN	mauvais
.	PUNCT	.
La	DET	le
vije	NOUN	vige
est	VERB	estre
sapience	NOUN	sapeince
,	PUNCT	,
seureté	NOUN	savoir
et	CCONJ	et
bone	ADJ	bon
saveur	NOUN	savoir
de	ADP	de
savoir	VERB	savoir
bien	NOUN	bien
faire	VERB	faire
.	PUNCT	.
Telz	ADJ	tel
eschellons	NOUN	échellon
avoit	VERB	avoir
ceste	DET	cest
saincte	ADJ	saint
dame	NOUN	dame
bien	NOUN	bien
euree	NOUN	avoir
faictz	VERB	fait
toute	DET	tout
sa	DET	son
vie	NOUN	vie
