1400	NOUN	@card@
,	PUNCT	,
J	PRON	je
.	PUNCT	.
Tarenne	PROPN	terner
,	PUNCT	,
changeur	NOUN	changuer
sur	ADP	sur
le	DET	le
Pont	VERB	pont
et	CCONJ	et
bourgoiz	VERB	bourgois
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
a	ADP	a
au	ADP.DET	a.le
jour	NOUN	jour
d'	ADP	de
ui	ADV	ui
receu	VERB	recevoir
en	ADP	en
depost	ADV	dépostre
de	ADP	de
par	ADP	par
la	DET	le
Court	VERB	cour
,	PUNCT	,
par	ADP	par
la	DET	le
main	NOUN	main
de	ADP	de
J	PRON	je
.	PUNCT	.
Le	DET	le
Roux	PROPN	rou
,	PUNCT	,
tresorier	VERB	tresorier
du	ADP.DET	de.le
roy	NOUN	roi
de	ADP	de
Navarre	PROPN	navaror
,	PUNCT	,
la	DET	le
somme	NOUN	somme
de	ADP	de
deux	DET	deux
mil	DET	mil
libvres	NOUN	livre
tournois	NOUN	tournoi
au	ADP.DET	a.le
proufit	NOUN	provoir
du	ADP.DET	de.le
duc	NOUN	duc
de	ADP	de
Bretaigne	PROPN	bretagne
.	PUNCT	.
Simonnet	VERB	simonnette
Allars	PROPN	aller
,	PUNCT	,
changeur	NOUN	changuer
sur	ADP	sur
le	DET	le
pont	NOUN	pont
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
a	ADP	a
au	ADP.DET	a.le
jour	NOUN	jour
d'	ADP	de
uy	ADV	ui
receu	VERB	recevoir
en	ADP	en
depost	ADV	dépostre
de	ADP	de
par	ADP	par
la	DET	le
Court	VERB	cour
,	PUNCT	,
par	ADP	par
la	DET	le
main	NOUN	main
de	ADP	de
J	PRON	je
.	PUNCT	.
Le	DET	le
Roux	PROPN	rou
,	PUNCT	,
tresorier	VERB	tresorier
du	ADP.DET	de.le
roy	NOUN	roi
de	ADP	de
Navarre	PROPN	navaror
,	PUNCT	,
la	DET	le
somme	NOUN	somme
de	ADP	de
deux	DET	deux
mil	DET	mil
libvres	NOUN	livre
tournois	NOUN	tournoi
au	ADP.DET	a.le
proufit	NOUN	provoir
du	ADP.DET	de.le
duc	NOUN	duc
de	ADP	de
Bretaigne	PROPN	bretagne
.	PUNCT	.
Juedi	PROPN	jedit
,	PUNCT	,
XXVIJe	ADJ	vingt-quant
jour	NOUN	jour
de	ADP	de
mars	NOUN	marc
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
l'	DET	le
en	ADP	en
ne	ADV	ne
gardoit	NOUN	garder
point	NOUN	point
l'	DET	le
ordinaire	NOUN	ordrine
des	ADP.DET	de.le
jours	NOUN	jour
ne	ADV	ne
des	ADP.DET	de.le
bailliages	NOUN	bailler
,	PUNCT	,
mais	NOUN	mais
chascun	DET	chascun
jour	NOUN	jour
plaidoiable	ADJ	plaidable
l'	DET	le
en	ADP	en
plaidoit	NOUN	plaidir
indistincte	NOUN	indictines
de	ADP	de
tous	DET	tout
païz	NOUN	päis
et	CCONJ	et
bailliages	NOUN	bailler
sans	NOUN	sans
ordre	NOUN	ordre
,	PUNCT	,
a	ADP	a
esté	VERB	être
ordonné	VERB	ordonner
et	CCONJ	et
publié	NOUN	puidile
que	SCONJ	que
de	ADP	de
cy	ADV	ci
en	ADP	en
avant	ADV	avant
l'	DET	le
en	ADP	en
plaidera	VERB	plaider
les	DET	le
lundi	NOUN	lundi
et	CCONJ	et
mardi	NOUN	mardi
des	ADP.DET	de.le
ordinaires	NOUN	ordinorie
,	PUNCT	,
et	CCONJ	et
le	DET	le
juedi	NOUN	jeudier
et	CCONJ	et
aussi	ADV	aussi
le	DET	le
venredi	VERB	venir
,	PUNCT	,
lorsque	ADV	lorsque
l'	DET	le
en	ADP	en
plaidera	VERB	plaider
,	PUNCT	,
l'	DET	le
en	ADP	en
plaidera	VERB	plaider
de	ADP	de
causes	NOUN	cause
extraordinaires	NOUN	ertordier
,	PUNCT	,
et	CCONJ	et
defent	VERB	defendre
la	DET	le
Court	VERB	cour
que	SCONJ	que
aucun	DET	aucun
contre	ADP	contre
ceste	DET	cest
ordonnance	NOUN	ordonner
ne	ADV	ne
demande	VERB	demander
audience	NOUN	audicenir
.	PUNCT	.
Lundi	PROPN	lundi
,	PUNCT	,
derrain	ADP	derrain
jour	NOUN	jour
de	ADP	de
mars	NOUN	marc
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
J	PRON	je
.	PUNCT	.
Maignier	PROPN	magnier
,	PUNCT	,
huissier	NOUN	huissier
,	PUNCT	,
a	ADP	a
dit	VERB	dire
que	SCONJ	que
la	DET	le
veille	VERB	veillier
de	ADP	de
Pasques	NOUN	passe
flories	NOUN	florir
perdi	NOUN	perdre
son	DET	son
seel	NOUN	scel
,	PUNCT	,
si	ADV	si
proteste	NOUN	prester
que	SCONJ	que
chose	NOUN	chose
qui	PRON	qui
depuiz	VERB	depuis
avoit	VERB	avoir
esté	VERB	être
seellée	VERB	scellée
d'	ADP	de
icellui	DET	cil
ne	ADV	ne
lui	PRON	lui
prejudicie	NOUN	prédudice
.	PUNCT	.
Mercredi	PROPN	mercredi
,	PUNCT	,
IXe	ADJ	inze
jour	NOUN	jour
d'	ADP	de
avril	NOUN	avril
.	PUNCT	.
Guillaume	PROPN	guillaume
de	ADP	de
Fontenay	PROPN	fontenant
,	PUNCT	,
escuier	NOUN	escuier
,	PUNCT	,
prisonnier	NOUN	prisonnier
en	ADP	en
la	DET	le
Conciergerie	VERB	consciger
du	ADP.DET	de.le
Palaiz	VERB	palais
pour	ADP	pour
cause	NOUN	cause
de	ADP	de
la	DET	le
somme	NOUN	somme
de	ADP	de
IIJc	DET	quiton
frans	ADJ	franc
,	PUNCT	,
dont	PRON	dont
l'	DET	le
en	ADP	en
faisoit	VERB	faire
execution	NOUN	exécution
sur	ADP	sur
lui	PRON	lui
par	ADP	par
vertu	NOUN	vertu
d'	ADP	de
une	DET	un
commission	NOUN	compission
des	ADP.DET	de.le
commissaires	NOUN	commetrir
ordonnez	VERB	ordonner
à	ADP	à
punir	VERB	ponnit
les	DET	le
fauteurs	NOUN	fautuele
de	ADP	de
Pierre	PROPN	piere
de	ADP	de
Lune	ADJ	lune
,	PUNCT	,
et	CCONJ	et
dont	PRON	dont
ledit	DET	ledit
escuier	NOUN	escuier
se	PRON	se
disoit	VERB	dire
avoir	VERB	avoir
appellé	VERB	appeler
en	ADP	en
Parlement	NOUN	parlement
,	PUNCT	,
est	VERB	estre
eslargi	VERB	eslarge
par	ADP	par
tout	DET	tout
jusques	ADP	jusque
à	ADP	à
un	DET	un
mois	NOUN	mois
prouchain	NOUN	prochain
venant	VERB	venir
,	PUNCT	,
parmi	NOUN	parmi
ce	PRON	ce
que	SCONJ	que
Regnault	PROPN	renglant
de	ADP	de
Fontenay	PROPN	fontenant
,	PUNCT	,
frere	NOUN	frere
dudit	ADP.DET	de.ledit
prisonnier	NOUN	prisonnier
,	PUNCT	,
l'	DET	le
a	ADP	a
cautionné	VERB	catointe
de	ADP	de
ladicte	DET	ledit
somme	NOUN	somme
,	PUNCT	,
et	CCONJ	et
de	ADP	de
le	DET	le
ramener	VERB	ramener
au	ADP.DET	a.le
jour	NOUN	jour
corps	NOUN	corps
pour	ADP	pour
corps	NOUN	corps
et	CCONJ	et
avoir	VERB	avoir
pour	ADP	pour
avoir	VERB	avoir
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
ont	VERB	avoir
esté	VERB	être
baillez	NOUN	bailler
et	CCONJ	et
delivrez	ADJ	delivrer
quatre	DET	quatre
mil	DET	mil
libvres	NOUN	livre
tournois	NOUN	tournoi
au	ADP.DET	a.le
duc	NOUN	duc
de	ADP	de
Breteigne	PROPN	bretaigne
,	PUNCT	,
qui	PRON	qui
avoient	VERB	avoir
esté	VERB	être
mises	VERB	metre
en	ADP	en
depost	ADV	dépostre
au	ADP.DET	a.le
change	NOUN	changier
de	ADP	de
par	ADP	par
la	DET	le
Court	VERB	cour
par	ADP	par
le	DET	le
roy	NOUN	roi
de	ADP	de
Navarre	PROPN	navaror
pour	ADP	pour
certeinnes	ADJ	certein
causes	NOUN	cause
contenues	NOUN	contenue
en	ADP	en
la	DET	le
quittance	NOUN	quittement
sur	ADP	sur
ce	PRON	ce
faicte	VERB	faire
estant	VERB	être
devers	ADP	devers
icelle	DET	cil
Court	VERB	cour
,	PUNCT	,
et	CCONJ	et
par	ADP	par
ce	PRON	ce
ont	VERB	avoir
esté	VERB	être
restituées	VERB	restiteure
les	DET	le
cedules	DET	ceuil
qui	PRON	qui
estoient	VERB	estre
devers	ADP	devers
la	DET	le
Court	VERB	cour
sur	ADP	sur
ledit	DET	ledit
depost	ADV	dépostre
aux	ADP.DET	à.le
changeurs	NOUN	changuer
qui	PRON	qui
avoient	VERB	avoir
ledit	DET	ledit
depost	ADV	dépostre
.	PUNCT	.
Juedi	PROPN	jedit
,	PUNCT	,
Xe	DET	desme
jour	NOUN	jour
d'	ADP	de
avril	NOUN	avril
.	PUNCT	.
J	PRON	je
.	PUNCT	.
de	ADP	de
Chailly	VERB	chalin
,	PUNCT	,
escuier	NOUN	escuier
,	PUNCT	,
demourant	NOUN	demeurer
à	ADP	à
Molins	PROPN	moinsle
,	PUNCT	,
en	ADP	en
la	DET	le
parroice	NOUN	paroir
de	ADP	de
Mesy	ADV	mais
,	PUNCT	,
à	ADP	à
IJ	DET	deus
lieux	NOUN	lieu
de	ADP	de
Dormans	PROPN	dormir
,	PUNCT	,
s'	DET	soi
est	VERB	estre
opposé	NOUN	opposer
et	CCONJ	et
oppose	NOUN	oppos
que	SCONJ	que
nul	DET	nul
ne	ADV	ne
soit	VERB	estre
receu	VERB	recevoir
à	ADP	à
avoir	VERB	avoir
bourses	NOUN	bourse
ou	CCONJ	ou
college	VERB	coler
de	ADP	de
Dormans	PROPN	dormir
,	PUNCT	,
s'	DET	soi
il	PRON	il
n'	ADV	ne
est	VERB	estre
plus	ADV	plus
prouchain	NOUN	prochain
de	ADP	de
Dormans	PROPN	dormir
que	SCONJ	que
Simonnet	VERB	simonnette
,	PUNCT	,
son	DET	son
filx	NOUN	fille
,	PUNCT	,
qui	PRON	qui
est	VERB	estre
né	VERB	naistre
à	ADP	à
IJ	DET	deus
lieues	NOUN	lieue
de	ADP	de
Dormans	PROPN	dormir
,	PUNCT	,
s'	DET	soi
il	PRON	il
n'	ADV	ne
est	VERB	estre
plus	ADV	plus
prouchain	NOUN	prochain
dudit	ADP.DET	de.ledit
Dormans	PROPN	dormir
ou	CCONJ	ou
linagier	VERB	lignage
,	PUNCT	,
ou	CCONJ	ou
que	SCONJ	que
autrement	ADV	autrement
lui	PRON	lui
soient	VERB	estre
deues	NOUN	deux
,	PUNCT	,
car	CCONJ	car
il	PRON	il
s'	DET	soi
est	VERB	estre
presenté	NOUN	presenter
à	ADP	à
l'	DET	le
abbé	NOUN	abbé
par	ADP	par
pluseurs	DET	plusieurs
fois	NOUN	fois
,	PUNCT	,
qui	PRON	qui
ancor	ADV	encore
ne	ADV	ne
lui	PRON	lui
a	ADP	a
pourveu	NOUN	pourvoir
.	PUNCT	.
Lundi	PROPN	lundi
,	PUNCT	,
XIIIJe	ADJ	suitent
jour	NOUN	jour
d'	ADP	de
avril	NOUN	avril
.	PUNCT	.
Messire	NOUN	seignor
J	PRON	je
.	PUNCT	.
d'	ADP	de
Aunoy	PROPN	auner
,	PUNCT	,
chevalier	NOUN	chevalier
,	PUNCT	,
a	ADP	a
requis	VERB	requerre
l'	DET	le
enterinement	NOUN	enterner
de	ADP	de
certeinnes	ADJ	certein
lettres	NOUN	lettre
par	ADP	par
lesquelles	DET	lequel
le	DET	le
Roy	NOUN	roi
lui	PRON	lui
donne	VERB	donner
le	DET	le
bailliage	NOUN	bailler
de	ADP	de
Troyes	PROPN	trois
en	ADP	en
deschargant	VERB	deschargier
messire	NOUN	seignor
J	PRON	je
.	PUNCT	.
de	ADP	de
Bormont	ADV	borremon
,	PUNCT	,
chevalier	NOUN	chevalier
,	PUNCT	,
qui	PRON	qui
estoit	VERB	estre
et	CCONJ	et
est	VERB	estre
bailli	VERB	baillie
,	PUNCT	,
et	CCONJ	et
a	ADP	a
requiz	VERB	requérir
qu'	SCONJ	que
il	PRON	il
soit	VERB	estre
receu	VERB	recevoir
à	ADP	à
faire	VERB	faire
le	DET	le
serment	NOUN	serment
,	PUNCT	,
à	ADP	à
quoy	PRON	quoi
ledit	DET	ledit
Bormont	ADV	borremon
,	PUNCT	,
par	ADP	par
vertu	NOUN	vertu
de	ADP	de
certeinnes	ADJ	certein
lettres	NOUN	lettre
,	PUNCT	,
s'	DET	soi
est	VERB	estre
opposé	NOUN	opposer
et	CCONJ	et
oppose	NOUN	oppos
,	PUNCT	,
si	ADV	si
a	ADP	a
ordonné	VERB	ordonner
la	DET	le
Court	VERB	cour
que	SCONJ	que
les	DET	le
parties	NOUN	partie
seront	VERB	estre
oyes	NOUN	öir
à	ADP	à
juedi	NOUN	jeudier
prouchain	NOUN	prochain
.	PUNCT	.
Sur	ADP	sur
ce	PRON	ce
que	SCONJ	que
maistres	NOUN	maître
R	NOUN	re
.	PUNCT	.
Broisset	VERB	breroisse
,	PUNCT	,
B	VERB	be
.	PUNCT	.
Quentin	NOUN	quentin
et	CCONJ	et
T	PUNCT	te
.	PUNCT	.
Tiessart	PROPN	testre
,	PUNCT	,
conseillers	NOUN	conseillier
du	ADP.DET	de.le
Roy	NOUN	roi
ceans	ADV	ceans
,	PUNCT	,
estoient	VERB	estre
commiz	NOUN	commint
à	ADP	à
taxer	NOUN	taire
les	DET	le
despens	NOUN	despens
faiz	VERB	fait
en	ADP	en
l'	DET	le
ostel	NOUN	hôtel
de	ADP	de
maistre	NOUN	maître
J	PRON	je
.	PUNCT	.
du	ADP.DET	de.le
Boiz	NOUN	bois
,	PUNCT	,
graphier	VERB	grapier
criminel	NOUN	criminel
,	PUNCT	,
par	ADP	par
damoiselle	NOUN	damoiselle
Jehanne	PROPN	jeanne
,	PUNCT	,
fille	NOUN	fille
de	ADP	de
madame	NOUN	mademe
Marie	PROPN	marie
de	ADP	de
Coucy	VERB	coupit
et	CCONJ	et
niepce	NOUN	niece
de	ADP	de
J	PRON	je
.	PUNCT	.
de	ADP	de
Rainneval	PROPN	ranevoin
,	PUNCT	,
par	ADP	par
XIX	DET	vingt
sepmaines	NOUN	semaine
ou	CCONJ	ou
environ	ADP	environ
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
par	ADP	par
V	DET	ci
sepmaines	NOUN	semaine
dudit	ADP.DET	de.ledit
temps	NOUN	temps
elle	PRON	elle
avoit	VERB	avoir
esté	VERB	être
endablé	NOUN	endambarde
de	ADP	de
maladie	ADJ	maladen
,	PUNCT	,
si	ADV	si
lui	PRON	lui
avoit	VERB	avoir
falu	NOUN	fallo
garde	NOUN	garde
et	CCONJ	et
autres	PRON	autre
necessitez	ADJ	nécessité
,	PUNCT	,
a	ADP	a
esté	VERB	être
dit	VERB	dire
par	ADP	par
lesdiz	DET	ledit
conseillers	NOUN	conseillier
que	SCONJ	que
ledit	DET	ledit
du	ADP.DET	de.le
Boiz	NOUN	bois
avera	VERB	averser
XX	DET	vingt
libvres	NOUN	livre
parisis	NOUN	parisis
,	PUNCT	,
qui	PRON	qui
seront	VERB	estre
prins	NOUN	prendre
et	CCONJ	et
executez	VERB	exextre
sur	ADP	sur
ledit	DET	ledit
Rayneval	PROPN	rainevent
qui	PRON	qui
les	DET	le
recouverra	VERB	recouvrer
sur	ADP	sur
ladicte	DET	ledit
dame	NOUN	dame
Marie	PROPN	marie
,	PUNCT	,
se	PRON	se
elle	PRON	elle
succumbe	NOUN	sucpomier
en	ADP	en
la	DET	le
cause	NOUN	cause
pendent	VERB	pendre
entre	ADP	entre
elle	PRON	elle
,	PUNCT	,
d'	ADP	de
une	DET	un
part	NOUN	part
,	PUNCT	,
et	CCONJ	et
ledit	DET	ledit
de	ADP	de
Rayneval	PROPN	rainevent
,	PUNCT	,
d'	ADP	de
autre	ADJ	autre
part	NOUN	part
.	PUNCT	.
Venredi	VERB	venir
,	PUNCT	,
XVIIJe	ADJ	vingt-quatre
jour	NOUN	jour
d'	ADP	de
avril	NOUN	avril
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
la	DET	le
Court	VERB	cour
a	ADP	a
ordonné	VERB	ordonner
que	SCONJ	que
Lorin	PROPN	lorin
de	ADP	de
Bournieres	PROPN	bournel
,	PUNCT	,
prisonnier	NOUN	prisonnier
ou	CCONJ	ou
Chastellet	PROPN	châtelet
,	PUNCT	,
sera	VERB	estre
rendu	VERB	rendre
à	ADP	à
l'	DET	le
evesque	NOUN	évêque
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
et	CCONJ	et
ly	DET	le
sera	VERB	estre
enjoint	VERB	enjonir
qu'	SCONJ	que
il	PRON	il
en	ADP	en
face	VERB	faire
bonne	ADJ	bon
justice	NOUN	justicier
.	PUNCT	.
Lundi	PROPN	lundi
,	PUNCT	,
XXJe	ADJ	vingt-quatre
jour	NOUN	jour
d'	ADP	de
avril	NOUN	avril
.	PUNCT	.
Du	ADP.DET	de.le
consentement	NOUN	consenter
du	ADP.DET	de.le
procureur	NOUN	procureur
du	ADP.DET	de.le
Roy	NOUN	roi
et	CCONJ	et
de	ADP	de
maistre	NOUN	maître
J	PRON	je
.	PUNCT	.
du	ADP.DET	de.le
Boiz	NOUN	bois
,	PUNCT	,
procureur	NOUN	procureur
des	ADP.DET	de.le
bourgois	NOUN	bourguison
et	CCONJ	et
habitans	NOUN	habitant
de	ADP	de
la	DET	le
ville	NOUN	ville
de	ADP	de
Rouen	PROPN	rouen
,	PUNCT	,
et	CCONJ	et
de	ADP	de
Cardin	PROPN	cardin
Mites	NOUN	mite
,	PUNCT	,
bourgois	NOUN	bourguison
de	ADP	de
ladicte	DET	ledit
ville	NOUN	ville
,	PUNCT	,
la	DET	le
batelée	NOUN	bateaute
du	ADP.DET	de.le
foin	NOUN	foin
appartenant	VERB	appartenir
à	ADP	à
Alain	PROPN	aleine
Simon	ADJ	simon
,	PUNCT	,
marchant	NOUN	marcher
,	PUNCT	,
demourant	NOUN	demeurer
à	ADP	à
Paris	PROPN	paris
,	PUNCT	,
qui	PRON	qui
par	ADP	par
la	DET	le
main	NOUN	main
du	ADP.DET	de.le
Roy	NOUN	roi
a	ADP	a
esté	VERB	être
prinse	VERB	prendre
aux	ADP.DET	à.le
caiz	NOUN	chait
de	ADP	de
Rouen	PROPN	rouen
et	CCONJ	et
amené	VERB	amener
à	ADP	à
Paris	PROPN	paris
par	ADP	par
le	DET	le
commandement	NOUN	commandement
de	ADP	de
Anguerran	PROPN	angler
de	ADP	de
la	DET	le
Porte	VERB	porte
et	CCONJ	et
depuis	ADV	depuis
de	ADP	de
Adam	PROPN	adam
des	ADP.DET	de.le
Vignes	ADJ	vigne
,	PUNCT	,
huissiers	NOUN	huissir
de	ADP	de
Parlement	NOUN	parlement
,	PUNCT	,
commissaires	NOUN	commetrir
en	ADP	en
ceste	DET	cest
partie	NOUN	partie
,	PUNCT	,
sera	VERB	estre
appreciée	VERB	approcher
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
,	PUNCT	,
le	DET	le
foin	NOUN	foin
,	PUNCT	,
d'	ADP	de
une	DET	un
part	NOUN	part
,	PUNCT	,
et	CCONJ	et
le	DET	le
batel	NOUN	batel
,	PUNCT	,
d'	ADP	de
autre	ADJ	autre
part	NOUN	part
,	PUNCT	,
et	CCONJ	et
par	ADP	par
caution	NOUN	catoint
suffisant	NOUN	suffisant
du	ADP.DET	de.le
priz	NOUN	prisier
du	ADP.DET	de.le
foin	NOUN	foin
et	CCONJ	et
du	ADP.DET	de.le
batel	NOUN	batel
,	PUNCT	,
seront	VERB	estre
les	DET	le
foin	NOUN	foin
et	CCONJ	et
batel	NOUN	batel
baillez	NOUN	bailler
et	CCONJ	et
delivrez	ADJ	delivrer
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
,	PUNCT	,
le	DET	le
foin	NOUN	foin
audit	ADV	à.ledit
Alain	PROPN	aleine
et	CCONJ	et
le	DET	le
batel	NOUN	batel
à	ADP	à
Perrot	NOUN	perret
Jouhan	PROPN	jouvoir
,	PUNCT	,
voiturier	NOUN	voirtiere
par	ADP	par
eaue	NOUN	eau
,	PUNCT	,
à	ADP	à
qui	PRON	qui
apartient	VERB	apartenir
ledit	DET	ledit
batel	NOUN	batel
,	PUNCT	,
auquel	ADP.PRON	à.lequel
prisagement	ADV	prisement
faire	VERB	faire
est	VERB	estre
commiz	NOUN	commint
le	DET	le
premier	ADJ	premier
huissier	NOUN	huissier
de	ADP	de
ladicte	DET	ledit
Court	VERB	cour
sur	ADP	sur
ce	PRON	ce
requiz	VERB	requérir
,	PUNCT	,
qui	PRON	qui
de	ADP	de
ce	PRON	ce
fera	VERB	faire
son	DET	son
rapport	NOUN	rapport
et	CCONJ	et
relation	NOUN	relatit
,	PUNCT	,
sans	NOUN	sans
prejudice	ADJ	prédudice
desdictes	ADP	desdire
parties	NOUN	partie
.	PUNCT	.
Dimanche	PROPN	dimmage
,	PUNCT	,
IIIJe	DET	quatre
jour	NOUN	jour
de	ADP	de
may	NOUN	mai
.	PUNCT	.
Le	DET	le
quart	DET	cart
jour	NOUN	jour
de	ADP	de
ce	PRON	ce
mois	NOUN	mois
,	PUNCT	,
ala	VERB	aler
de	ADP	de
vie	NOUN	vie
à	ADP	à
trespas	VERB	trespasser
monseigneur	NOUN	monseigneur
Alexandre	PROPN	alexandre
quint	ADJ	quint
,	PUNCT	,
pape	NOUN	pape
,	PUNCT	,
notable	ADJ	notable
theologien	NOUN	toupole
,	PUNCT	,
mais	NOUN	mais
parum	VERB	parmur
peritus	NOUN	pertir
in	PRON	in
tanto	NOUN	tant
regimine	NOUN	remiremin
,	PUNCT	,
et	CCONJ	et
n'	ADV	ne
a	ADP	a
duré	VERB	durer
ou	CCONJ	ou
papat	NOUN	paper
que	SCONJ	que
XJ	DET	donc
mois	NOUN	mois
.	PUNCT	.
Mardi	PROPN	mardi
,	PUNCT	,
VJe	ADJ	six
jour	NOUN	jour
de	ADP	de
may	NOUN	mai
.	PUNCT	.
Le	DET	le
procureur	NOUN	procureur
du	ADP.DET	de.le
Roy	NOUN	roi
,	PUNCT	,
pour	ADP	pour
cause	NOUN	cause
et	CCONJ	et
occasion	NOUN	occasion
de	ADP	de
moult	ADV	moult
grans	ADJ	grand
excès	NOUN	éclass
,	PUNCT	,
crimes	NOUN	crime
de	ADP	de
lese	VERB	laissier
magesté	NOUN	mageste
et	CCONJ	et
autres	PRON	autre
delits	ADJ	delit
commiz	NOUN	commint
et	CCONJ	et
perpetrez	VERB	perptéer
par	ADP	par
le	DET	le
duc	NOUN	duc
de	ADP	de
Lorrainne	PROPN	lorronie
et	CCONJ	et
pluseurs	DET	plusieurs
autres	PRON	autre
ses	DET	son
complices	NOUN	complip-e
contre	ADP	contre
le	DET	le
Roy	NOUN	roi
et	CCONJ	et
ou	CCONJ	ou
contemps	NOUN	comptement
des	ADP.DET	de.le
arrests	NOUN	arrêt
et	CCONJ	et
executions	NOUN	exécution
d'	ADP	de
icelx	DET	cil
obtenus	ADJ	otaindre
ceans	ADV	ceans
,	PUNCT	,
et	CCONJ	et
contre	ADP	contre
les	DET	le
bourgoiz	VERB	bourgois
de	ADP	de
Nuefchastel	NOUN	neufchesteur
n'	ADV	ne
a	ADP	a
gueres	NOUN	gaire
et	CCONJ	et
pluseurs	DET	plusieurs
autres	PRON	autre
,	PUNCT	,
contenus	NOUN	contenun
en	ADP	en
pluseurs	DET	plusieurs
et	CCONJ	et
grosses	ADJ	gros
informations	NOUN	information
sur	ADP	sur
ce	PRON	ce
faictes	VERB	faire
,	PUNCT	,
et	CCONJ	et
à	ADP	à
occasion	NOUN	occasion
de	ADP	de
quoy	PRON	quoi
ledit	DET	ledit
duc	NOUN	duc
a	ADP	a
ceans	ADV	ceans
esté	VERB	être
adjorné	VERB	adorner
avec	ADP	avec
ses	DET	son
complices	NOUN	complip-e
à	ADP	à
certain	ADJ	certain
jour	NOUN	jour
,	PUNCT	,
auquel	ADP.PRON	à.lequel
n'	ADV	ne
ont	VERB	avoir
point	NOUN	point
comparu	NOUN	comparer
ne	ADV	ne
ne	ADV	ne
comperent	VERB	comperer
,	PUNCT	,
combien	NOUN	combien
qu'	SCONJ	que
il	PRON	il
ayent	VERB	avoir
esté	VERB	être
appellez	VERB	appeler
à	ADP	à
la	DET	le
barre	NOUN	barre
et	CCONJ	et
à	ADP	à
la	DET	le
table	NOUN	table
de	ADP	de
marbre	NOUN	marbre
,	PUNCT	,
requiert	VERB	requerre
defaut	NOUN	défaire
,	PUNCT	,
et	CCONJ	et
pour	ADP	pour
monstrer	VERB	montrer
qu'	SCONJ	que
il	PRON	il
lui	PRON	lui
doit	VERB	devoir
estre	VERB	estre
octroyé	VERB	octroyer
,	PUNCT	,
propose	NOUN	proposer
pluseurs	DET	plusieurs
choses	NOUN	chose
que	SCONJ	que
enregistre	NOUN	engretre
le	DET	le
graiphe	VERB	graippier
criminel	NOUN	criminel
.	PUNCT	.
Juedi	PROPN	jedit
,	PUNCT	,
XVe	ADJ	sivre
jour	NOUN	jour
de	ADP	de
may	NOUN	mai
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
a	ADP	a
esté	VERB	être
et	CCONJ	et
est	VERB	estre
advoquée	NOUN	avocer
ceans	ADV	ceans
à	ADP	à
de	ADP	de
lundi	NOUN	lundi
prouchain	NOUN	prochain
venant	VERB	venir
en	ADP	en
VIIJ	DET	huit
jours	NOUN	jour
la	DET	le
cause	NOUN	cause
pendant	VERB	pendre
par	ADP	par
devant	ADP	devant
les	DET	le
maistres	NOUN	maître
des	ADP.DET	de.le
Requestes	PROPN	requête
de	ADP	de
l'	DET	le
Ostel	NOUN	hôtel
du	ADP.DET	de.le
Roy	NOUN	roi
nostre	DET	notre
Sire	NOUN	seignor
,	PUNCT	,
entre	ADP	entre
madame	NOUN	mademe
Marie	PROPN	marie
du	ADP.DET	de.le
Bois	NOUN	bois
,	PUNCT	,
dame	NOUN	dame
de	ADP	de
la	DET	le
Granche	ADJ	granche
,	PUNCT	,
d'	ADP	de
une	DET	un
part	NOUN	part
,	PUNCT	,
et	CCONJ	et
les	DET	le
XXX	DET	vingt-sin
eulx	PRON	eux
disans	VERB	dire
sergens	NOUN	sergent
de	ADP	de
la	DET	le
ville	NOUN	ville
et	CCONJ	et
banliue	NOUN	bainsue
de	ADP	de
Rouen	PROPN	rouen
,	PUNCT	,
d'	ADP	de
autre	ADJ	autre
part	NOUN	part
,	PUNCT	,
à	ADP	à
la	DET	le
requeste	NOUN	requête
du	ADP.DET	de.le
procureur	NOUN	procureur
general	NOUN	genail
et	CCONJ	et
du	ADP.DET	de.le
consentement	NOUN	consenter
de	ADP	de
maistre	NOUN	maître
J	PRON	je
.	PUNCT	.
d'	ADP	de
Anisy	PROPN	ainsi
,	PUNCT	,
procureur	NOUN	procureur
de	ADP	de
ladicte	DET	ledit
dame	NOUN	dame
,	PUNCT	,
et	CCONJ	et
Mahiu	PROPN	mahieu
Mouton	DET	mouton
,	PUNCT	,
procureur	NOUN	procureur
desdiz	ADP.DET	de.ledit
XXX	DET	vingt-sin
sergens	NOUN	sergent
,	PUNCT	,
et	CCONJ	et
se	PRON	se
sont	VERB	estre
tenus	VERB	tensu
et	CCONJ	et
tiennent	VERB	tenir
lesdiz	DET	ledit
procureurs	NOUN	proupquerus
