form	upos	lemma
guerpisse	VERB	guerpir
guerpisseit	VERB	guerpir
guerpissent	VERB	guerpir
guerpisset	VERB	guerpir
guerpissum	VERB	guerpir
guerpist	VERB	guerpir
guerpiz	PROPN	guerpir
guerpiz	VERB	guerpir
guerpyr	VERB	guerpir
guerrea	VERB	guerre
guerredonee	NOUN	guerredoner
guerredun	NOUN	guerredon
guerredunast	NOUN	guerredoner
guerreeroit	VERB	guerreter
guerréier	NOUN	guerreter
guerreit	VERB	guerre
guerreour	NOUN	guerrouer
guerreout	NOUN	guerre
guerreur	NOUN	guerreur
guerria	VERB	guerre
guerriad	VERB	guerredir
guerrie	NOUN	guerre
guerriéd	NOUN	guerredir
guerrioent	VERB	guerre
guerrióúént	VERB	guerredir
guerriout	VERB	guerroyer
guerríout	NOUN	guerrouve
guerrióut	VERB	guerredir
guerront	NOUN	guerre
guerroyers	NOUN	guerroyer
guerroyeur	NOUN	guerroyeur
guerryer	VERB	guerre
guersai	VERB	gaire
guerye	NOUN	guerre
guesclin	PROPN	galinguessel
guetast	VERB	gater
guetiez	VERB	gautier
guetz	NOUN	guette
gueulle	NOUN	guelle
gueyte	VERB	gueter
guéz	NOUN	gué
guiad	VERB	guider
guibelet	NOUN	guider
guienne	PROPN	guineil
guierat	VERB	guiree
guierche	PROPN	guiremet
guiereiz	NOUN	guiree
guierunt	VERB	guire
guievres	NOUN	guivere
guillam	PROPN	guillaume
guillaumes	PROPN	guillaume
guilleaume	PROPN	guillaume
guillemme	PROPN	guillement
guillerma	PROPN	guillemeur
guillerme	PROPN	guillemeur
guillermes	PROPN	guilleur
guilliam	PROPN	guillaume
guillieres	NOUN	guiller
guinot	PROPN	guinet
guion	PROPN	guine
guion	NOUN	guy
guitard	PROPN	guettre
guitrum	VERB	guidret
guitrun	NOUN	guidre
guittrun	NOUN	guittuer
gulpist	VERB	glais
gumfanun	NOUN	guampre
gumfanunire	NOUN	guamprenon
gumfanuns	NOUN	guampre
gurbaal	PROPN	guarrable
gurmund	PROPN	guron
gurmunt	ADV	guromme
gurmunz	ADJ	gurompre
gurpira	VERB	groupier
gurpis	VERB	guirp
gurpissem	VERB	grusphe
gurpissen	NOUN	gurprend
gurpit	VERB	gurir
gurz	NOUN	gur
gustad	VERB	guettre
gustement	NOUN	guerpent
gustus	NOUN	guistus
gutlande	PROPN	guattance
gutus	NOUN	jutuis
guvernerad	VERB	guervenner
guvernérent	VERB	guerventer
guvernet	VERB	guevrent
guverneür	VERB	gouverner
guvernot	NOUN	goverton
guvernóut	VERB	guervenor
guy	PROPN	gui
guychet	NOUN	guivre
guyda	VERB	guider
guydant	NOUN	guider
guydes	NOUN	guide
guydon	NOUN	guidon
guye	NOUN	gui
guyenne	PROPN	guyenne
guyez	NOUN	guiver
guynes	PROPN	guimet
guyon	PROPN	guyon
guyot	PROPN	guy
guys	NOUN	jus
guys	PROPN	guispre
guyse	NOUN	guise
gwaryn	PROPN	garantir
gwé	NOUN	gué
gwencha	VERB	guenchir
gwy	PRON	guipre
gwychard	PROPN	guichat
gy	PRON	je
gyeffroy	PROPN	gépition
gylebert	PROPN	guileté
gymele	PROPN	guimele
gyngyves	NOUN	gignay
gyon	PROPN	honir
gyón	PROPN	giens
gyoun	PROPN	jeuis
gyrard	PROPN	guirrap
gyrart	PROPN	guirrer
gyronde	ADJ	gironet
gyse	NOUN	gise
gyü	VERB	jesir
gyüs	VERB	jesir
h	ADP	ce
h	CCONJ	ho
há	ADV	ce
hááge	NOUN	hagge
habandonez	VERB	abandoner
habandonna	VERB	abandonner
habandonnant	VERB	abandonner
habandonne	NOUN	abandonner
habandonnée	VERB	abandoner
habandonnees	NOUN	abandoner
habandonnent	VERB	abandonner
habandonnèrent	VERB	abandonner
habandonnés	NOUN	abandonner
habandonnez	VERB	abandonner
habandonnéz	VERB	abandoner
habart	PROPN	habatre
habeatis	NOUN	habatier
habebat	NOUN	hababetre
habentium	VERB	habierne
haberent	VERB	haberdre
habergeons	NOUN	haberger
habet	NOUN	abhier
habile	NOUN	habile
habiles	NOUN	habile
habillement	ADV	habillement
habilliés	VERB	habiller
habitabit	VERB	habitacle
habitacio	NOUN	habitacle
habitacion	NOUN	habitacle
habitacions	NOUN	habitacle
habitacle	NOUN	habitacle
habitacles	NOUN	habitacle
habitans	NOUN	habitant
habitanz	NOUN	habitant
habitation	NOUN	habitation
habitatiun	NOUN	hatitable
habitaunt	VERB	habitant
habitee	VERB	habite
habitée	NOUN	habiter
habiteires	NOUN	habitier
habitement	NOUN	habitement
habiteür	NOUN	habiture
habito	NOUN	habitot
habittent	VERB	habittendre
habitter	VERB	habitter
habitteroient	VERB	habittante
habituez	NOUN	habiture
habitz	NOUN	habit
habominacion	NOUN	abombagnie
habondamment	NOUN	abondamment
habondance	PROPN	abondance
habondance	NOUN	abondance
habondances	NOUN	abondance
habondanche	NOUN	abondancher
habondanment	NOUN	abondance
habondaument	NOUN	abondarment
haboundanment	ADV	abondarner
habraham	NOUN	habrache
habreuver	VERB	habreube
habundamment	ADV	haudamnement
habundanment	ADV	haudengue
hac	PROPN	cac
hac	ADV	hache
hace	VERB	hache
hacent	VERB	hacent
hachie	NOUN	hachier
hacquenées	NOUN	accoser
haeient	VERB	haiene
haematitis	PROPN	hapaitier
haenge	NOUN	hanage
haés	NOUN	haise
haez	VERB	häir
haez	PROPN	haiser
haéz	NOUN	avoir
haëz	PROPN	hai!
haiábles	NOUN	habile
haïam	NOUN	hayamme
háíám	NOUN	hisme
haïat	VERB	hayar
haïe	NOUN	häir
haiette	NOUN	haitier
háïlá	NOUN	hipilis
hainaut	PROPN	haunaut
haïneuse	NOUN	haineur
hainfroi	PROPN	haintresion
hainfrois	PROPN	hansiret
hainnaut	PROPN	haunaut
haïnne	NOUN	häine
haïnus	NOUN	häinur
haïót	VERB	häir
haïrent	VERB	haïr
haisme	NOUN	haisement
háite	NOUN	hiteait
háited	VERB	huitier
haitéé	NOUN	avoir
haitet	VERB	haitier
háitez	NOUN	hiteste
haitiement	ADV	haitierme
haities	NOUN	haitier
haitiés	ADJ	haitier
haitiéz	NOUN	haitier
haittiez	NOUN	haitier
hakeneys	NOUN	hanquerant
halaigres	NOUN	halage
halça	VERB	haller
halcent	ADJ	hallent
hált	NOUN	halir
haltesces	NOUN	hautesse
haltur	ADJ	hautir
haltúr	ADJ	hauttre
haltz	ADJ	haut
hameaus	NOUN	hameur
hamelaincort	PROPN	hameletagne
hammes	NOUN	hamme
hamtesire	NOUN	hamptesse
hamtune	ADJ	hatemun
hanapel	NOUN	hanaphe
hanapele	NOUN	hanapel
hanc	NOUN	hanc
hanestaist	PROPN	hanster
hanetaist	PROPN	hanster
hangestus	ADJ	hangles
hanghiers	PROPN	hangier
hangiers	ADJ	hangier
hanist	VERB	hansit
hannap	NOUN	hannar
hannequin	ADJ	hannaignier
hannequin	NOUN	hannauiin
hannibal	ADJ	hannaillin
hannissoient	VERB	hansir
hannote	NOUN	hannaître
hanouier	PROPN	hanoillon
hanri	PROPN	hangir
hanris	PROPN	hangir
hantad	VERB	hanter
hántez	NOUN	hentir
haoient	VERB	haoir
haoit	VERB	haoir
haornemens	NOUN	homperes
haplaincourt	PROPN	haplegne
happlaincourt	PROPN	happlonier
haquenée	VERB	hachener
haquin	ADJ	haucin
haquins	ADJ	haucin
harank	NOUN	harnag
harbergemant	NOUN	herbergier
harbergement	NOUN	harberge
harberger	VERB	harberge
harcourt	NOUN	harcqura
hardan	NOUN	hardande
hardeaux	NOUN	hardeau
hardemens	NOUN	hardement
hardemenz	NOUN	hardement
hardiesce	NOUN	hardiesce
hardiesses	NOUN	hardiesse
hardif	ADJ	hardi
hardrés	VERB	hardre
hardréz	VERB	hardre
hardyment	NOUN	hardement
hardys	ADJ	hardi
harecourt	NOUN	harcemer
harefort	NOUN	hardere
harene	NOUN	harnete
hareneuse	NOUN	harneaut
harfleu	PROPN	carfel
harnaiz	NOUN	harnait
harnoiz	NOUN	harnait
harnoys	NOUN	harnais
harped	NOUN	harde
harpeeur	NOUN	harecher
harpout	ADV	harpeout
harra	VERB	harre
harrai	NOUN	harrai
harrey	NOUN	harre
harroie	NOUN	harre
harront	NOUN	harret
haschee	NOUN	hasche
haschie	NOUN	hasshacier
hastad	VERB	haster
hastat	NOUN	haster
hastay	ADJ	hastait
hasteient	VERB	haster
hasteir	VERB	hastir
hasteiuent	VERB	haster
hastelles	NOUN	hastelle
hastet	VERB	haster
hastéz	NOUN	haster
hasties	NOUN	hastis
hastinges	NOUN	hastin
hastius	ADJ	hastis
hastiz	ADJ	hastir
hastyvement	NOUN	hastivement
hatast	VERB	hatast
hatay	ADJ	aphater
hater	VERB	hatre
hateriaulx	ADJ	hatrele
hateriaux	ADJ	hatrele
hatez	VERB	hater
hative	NOUN	hatier
hativeté	NOUN	hativeté
haubercz	NOUN	hauberchet
hauberger	VERB	hauberger
hauberger	PROPN	hauberger
haubergez	VERB	hauberger
haubergon	NOUN	haubergue
hauberke	NOUN	hauberc
haubert	NOUN	haubert
haubreke	NOUN	hauberc
hauchier	VERB	haucher
hauciéz	ADJ	hautier
haulce	NOUN	haule
haultain	PROPN	hautain
haultain	ADJ	hautain
haultaines	NOUN	hautinal
haultainetez	NOUN	hautierement
haultece	NOUN	hautel
haultement	NOUN	hautement
haulterive	PROPN	hautivre
haultesce	NOUN	hautel
haultesse	NOUN	hautier
haulteur	NOUN	hauteur
haults	ADJ	haut
hault-vergier	PROPN	hautiglagris
haultz	ADJ	haut
haulz	NOUN	haut
haunça	VERB	hanuche
hauntee	NOUN	hauntent
hausa	VERB	haus
haussa	VERB	hausser
haussassis	PROPN	haussant
hausterité	NOUN	hautire
hautbourbin	PROPN	hautbourdin
hautbourdin	PROPN	hautbourdin
hauteche	ADJ	hautheuge
hauteinne	PROPN	hautine
hautesse	NOUN	hautesse
hauteur	NOUN	hauteur
hauteyn	ADJ	hautien
hautez	ADJ	haut
hautz	ADJ	haut
hauwise	NOUN	hautier
hauwyse	NOUN	hautis
haux	ADJ	haul
hawyse	NOUN	hautier
hax	NOUN	hal
haÿ	VERB	ha
hayait	NOUN	haivi
haygne	NOUN	haigne
haymmes	NOUN	hammette
haymmon	PROPN	hambommer
haynau	ADJ	haunaut
haynaut	PROPN	haunaut
hayne	NOUN	haine
haÿne	ADJ	hanace
hayneulx	NOUN	hauneut
hayneux	NOUN	hauneut
haynnau	NOUN	häinantion
hayr	VERB	hair
haz	NOUN	hais
hazard	NOUN	hart
hazart	NOUN	hasart
healme	NOUN	heaume
hebargiez	PROPN	habergarie
hebergees	NOUN	hearber
hebergement	NOUN	herberger
hebergiez	VERB	herbergier
hebraice	NOUN	herbichier
hebrieux	ADJ	herbitue
hedin	NOUN	haidin
heemont	ADV	hëon
héént	NOUN	avoir
heëz	NOUN	häir
hegilvith	PROPN	hesvignit
hegilvych	PROPN	heugbillier
heinselin	PROPN	hansin
heité	NOUN	haitier
heités	NOUN	haitier
helá	PROPN	hel
helaine	NOUN	helein
helchanam	PROPN	hlerbhance
helchias	PROPN	hécliche
helchías	PROPN	héclarc
helchie	NOUN	ecclis
helchíe	NOUN	hecclore
heldaï	PROPN	celai
heleine	NOUN	helein
heleinne	NOUN	helein
helfelde	NOUN	hellede
héli	PROPN	hautil
helí	PROPN	hel
heliachim	PROPN	héplachin
heliachím	PROPN	hélachagnie
helie	PROPN	helei
heliotropium	PROPN	hépotiot
heliseum	PROPN	halisse
heliseus	NOUN	helles
heliu	PROPN	hel
hellas	PROPN	celai
helnathám	PROPN	hentagle
heloine	NOUN	helein
helón	PROPN	helle
heloÿs	NOUN	heler
helpe	NOUN	hepel
helpri	PROPN	perpil
helyas	PROPN	halipe
helyorep	NOUN	hepploir
helyseus	NOUN	hellesse
heman	ADJ	heanme
hemart	PROPN	hemarit
hemon	ADJ	hemoner
henault	PROPN	hanoille
hengist	VERB	hangier
henguist	PROPN	hangion
henissent	VERB	hansit
hennaps	NOUN	hanap
henoude	NOUN	henoiier
henoured	NOUN	honorer
henricus	NOUN	herneigue
henris	NOUN	henri
henriz	NOUN	henrir
henry	PROPN	henri
henura	VERB	honorer
heoie	NOUN	hoir
heoient	VERB	oiser
heom	NOUN	hëor
hephaestitis	ADJ	hapelité
heraul	NOUN	hereil
herault	NOUN	herela
hérault	NOUN	harrete
héraulx	NOUN	harrel
herbaldun	NOUN	herbalond
herbega	VERB	herberge
herbegement	NOUN	herbergier
herbegeroient	VERB	herbergier
herbeges	NOUN	herberge
herbegierent	VERB	herbergier
herbergat	VERB	herbergier
herbergee	VERB	herberger
herbergeez	VERB	herberger
herbergeours	NOUN	herbergier
herberget	VERB	herbergier
herbergiés	NOUN	herbergier
herbers	NOUN	herber
herbette	NOUN	exheter
herbiger	VERB	herbergier
herbigerent	VERB	herbergier
herbygez	VERB	egrigel
herchenoal	NOUN	hercenchier
herculés	NOUN	hercue-cle
hereford	NOUN	erestore
herefort	NOUN	exercer
herezie	NOUN	ereit
herford	NOUN	erdre
herges	NOUN	herge
heriça	VERB	hervir
herice	NOUN	hercier
heriditet	NOUN	hardire
heritáge	NOUN	héritiger
heritáges	NOUN	hertige
heritaige	NOUN	héritaité
héritaiges	NOUN	hartiere
héritier	NOUN	hartiere
herizons	NOUN	hersïont
hermel	NOUN	hermel
hermitaige	NOUN	ermiter
hermittes	NOUN	erter
hermogaud	NOUN	hermeut
herneys	NOUN	harnetion
hernoisez	VERB	harnoisson
hernoiz	NOUN	harnois
hernoul	PROPN	hernouil
herodes	NOUN	erdre
herraument	NOUN	herremor
herrautz	NOUN	herretor
hersellaines	PROPN	herselain
hersenz	NOUN	hersent
herteford	NOUN	hetresent
hertlande	VERB	hertenant
herupeis	NOUN	hersuve
hérussart	NOUN	haurtre
hervius	NOUN	ervison
herytage	NOUN	héritage
hesdin	NOUN	hessin
hést	ADJ	haistre
hetiés	NOUN	haitier
hetonville	PROPN	hotention
heugueville	NOUN	heugelois
heuree	NOUN	heure
heureux	NOUN	heure
heuvre	NOUN	heuver
hevenfeld	PROPN	henveler
hexacontalithos	PROPN	hestal-gont
heyrons	NOUN	hairon
heyrs	NOUN	hers
heyté	NOUN	haitier
héz	NOUN	haiz
heze	NOUN	häir
hialme	NOUN	hiaumel
hiaulme	NOUN	heaume
hiberine	PROPN	bicherin
hic	NOUN	ci
hic	NOUN	cice
hideur	NOUN	hideure
hideux	NOUN	hideux
hieracitis	ADJ	héritacie
hieu	PROPN	hieux
híeu	PROPN	heut
hiéu	PROPN	hil
hildefuns	PROPN	cind-ceux
hinc	NOUN	hinc
hirá	PROPN	hire
hire	NOUN	hire
hirene	PROPN	hirene
hiresie	NOUN	hiresie
hisdeus	NOUN	hisdre
hisdour	NOUN	hisdre
hisdur	VERB	hisdre
hismael	PROPN	cismeau
historial	NOUN	historian
historieurs	NOUN	hestorier
historiographes	NOUN	histornage
histrun	PROPN	histroin
hjerussalem	PROPN	guerre-chous
hocquetons	NOUN	hoqueton
hodenet	VERB	hondete
hodie	NOUN	ocire
hoede	VERB	houte
hoedes	NOUN	houte
hoedon	PROPN	houder
hoel	PROPN	holer
hoesines	NOUN	höesion
hoisiaus	NOUN	haisoille
holande	ADJ	holentie
holdin	ADJ	colin
holiffans	NOUN	olivinses
holivet	PROPN	hollité
hollande	PROPN	hollande
holpiz	NOUN	hoplip
homaige	NOUN	hommage
homicides	NOUN	homcidier
hommage	NOUN	hommage
hommages	NOUN	hommage
hommaige	NOUN	hommage
hommaiges	NOUN	hommage
hommecides	NOUN	hommbestique
hommeleiz	NOUN	hommelite
hommez	VERB	homme
hommmes	NOUN	homme
homo	NOUN	homme
homs	NOUN	homme
homs	PROPN	homme
homz	NOUN	ompre
honcourt	PROPN	hourconne
hondres	NOUN	hondre
hondrez	VERB	hondre
honera	VERB	honneur
honerable	NOUN	honorable
honerast	VERB	honnér
honerés	NOUN	honnér
honest	NOUN	honset
honestet	NOUN	honsette
honestment	NOUN	honsentement
honeurable	NOUN	honoreau
honeure	NOUN	honneur
honeurent	VERB	honneur
honeurs	NOUN	honneur
hongerie	NOUN	hongier
honguerie	PROPN	hongier
honit	NOUN	honir
honmage	NOUN	hommange
honme	NOUN	homme
honmes	NOUN	homme
honnerable	NOUN	honnablier
honnesté	NOUN	honnété
honnesteté	NOUN	honnété
honneure	NOUN	honneur
honneurent	VERB	honneur
honneurer	VERB	honneur
honneurs	NOUN	honneur
honnisse	NOUN	honnais
honnist	VERB	honnéti
honnora	VERB	honnair
honnorablement	NOUN	honorable
honnorant	VERB	honnaître
honnorent	VERB	honnaître
honnorerent	VERB	honnëor
honnorez	VERB	honnëor
honnoréz	VERB	honnëor
honnour	NOUN	honneur
honnoura	VERB	honneur
honnourablement	NOUN	honorable
honnourables	ADJ	honorable
honnourasse	VERB	honorer
honnoure	NOUN	honneur
honnouré	VERB	honneur
honnouree	VERB	honneur
honnourée	VERB	honneur
honnourer	VERB	honneur
honnourez	VERB	honnorer
honnourez	VERB	honneur
honnouroient	VERB	honorer
honnours	NOUN	honneur
honny	VERB	honnir
honoire	NOUN	honoirir
honorance	NOUN	honorer
honoreies	NOUN	honorer
honoreir	VERB	honorer
honoreit	PROPN	honorer
honoreiz	VERB	honorer
honoreiz	NOUN	honorer
honorem	NOUN	honorement
honorément	NOUN	honorer
honorés	NOUN	honorer
honoréz	VERB	honorer
honoribus	ADJ	honorbrion
honorront	ADJ	honorer
honoure	NOUN	honorer
honouree	NOUN	honorer
honourees	NOUN	honorer
honoureir	VERB	honorer
honoureis	NOUN	honorer
honourés	NOUN	honorer
hontaige	NOUN	hontaigne
hontee	NOUN	honte
hontiton	PROPN	hottin
hontoyeroit	VERB	hontoyer
honured	NOUN	honneur
honúres	NOUN	honneur
honye	VERB	honir
honyr	VERB	honir
honysons	NOUN	honir
hoos	PROPN	houpse
hopelonde	ADJ	hopelon
hopelondez	ADJ	hopelonde
hoque	ADV	que
hoqués	PROPN	occe
horam	NOUN	horme
horatoire	NOUN	hortoiier
hordeis	NOUN	hordis
horion	NOUN	orïon
horions	NOUN	orïon
horreur	NOUN	horvoir
horriblement	NOUN	hroiguemont
horriblez	VERB	horrible
horrions	NOUN	orïon
hórs	NOUN	hers
horsgecter	VERB	orgecer
hórt	ADJ	hergier
horteit	NOUN	hortier
horteiz	NOUN	hortier
hortense	NOUN	hortener
horterent	VERB	horter
hortoi	NOUN	hortoiier
horz	NOUN	hort
hoseux	NOUN	hausel
hosiale	NOUN	hossileal
hospitaliteit	NOUN	hôtitable
hospitalitez	NOUN	hôpitation
hospitax	PROPN	hôpital
hosseure	NOUN	hasser
hostaige	NOUN	hôteaut
hosteil	NOUN	hôtelle
hostelant	NOUN	hôtelart
hosteliers	PROPN	hôtellerie
hosteliers	NOUN	hôtellerie
hostelle	NOUN	hôtelle
hosteller	PROPN	hôteller
hosteller	VERB	hôteller
hostelleries	NOUN	hôtellerie
hostelx	NOUN	hôtel
hostelz	NOUN	hôtel
hostex	NOUN	hôtel
hostiarium	VERB	hôtiaucanition
hostiel	NOUN	hôtil
hostiler	PROPN	hôtilletion
hostiler	NOUN	hostille
hostilerie	NOUN	hôtiliere
hostiller	PROPN	hôtille-dille
hostio	NOUN	ostoiier
hostum	PROPN	hôtume
hottee	NOUN	hotter
houla	VERB	houle
houlerie	NOUN	hueller
houlier	NOUN	hueillier
houme	NOUN	homme
houmes	NOUN	homme
hounesissent	VERB	honneution
houneur	NOUN	honneur
houneurent	VERB	honneur
hounour	NOUN	honoreux
hourdoient	VERB	hordoiier
hourselay	VERB	hourlerle
houseaus	NOUN	hausement
houselot	PROPN	hôler
houstel	NOUN	hôtel
houuent	VERB	houïr
howel	PROPN	hueuple
húche	NOUN	hhechier
huchettes	ADJ	huchier
huchez	NOUN	huchet
hue	PROPN	huei
hue	NOUN	huei
huec	NOUN	huec
huee	NOUN	huee
hüelin	NOUN	huiaut
húem	NOUN	hene
huém	NOUN	huiem
huemles	ADJ	huemel
huen	ADJ	hui
huens	NOUN	honir
huerent	VERB	heure
hués	NOUN	hueil
huetz	NOUN	huit
huggeford	PROPN	guerfonde
hughe	NOUN	huge
hugue	NOUN	huge
hugues	ADJ	gueup
huichoit	VERB	huiscion
huige	NOUN	huige
huille	NOUN	huille
huiseuse	ADJ	huiste
huiseuse	NOUN	huisse
huisseuse	ADJ	huisse
huitacelin	PROPN	hutaille
huiz	NOUN	huit
hujus	NOUN	jusque
hujusmodi	NOUN	jujosique
hulotz	NOUN	hulation
humaene	ADJ	hommene
humáin	ADJ	hommin
humaín	ADJ	homman
humainne	ADJ	hommanin
humainz	ADJ	hommage
humanited	NOUN	humandité
humánited	NOUN	humindre
humanitéd	NOUN	hommandir
humanitet	NOUN	hommiire
humanitét	NOUN	hommandire
humayne	NOUN	hommanie
humblesce	NOUN	humblet
humblet	NOUN	humblet
humbletés	NOUN	humblété
humblez	NOUN	humble
humbre	NOUN	hombre
húme	NOUN	hemme
humein	NOUN	hommin
humeinne	ADJ	homminer
humeins	NOUN	hommin
humele	NOUN	humele
humelie	PROPN	humelier
humelierent	VERB	humiler
humelitez	PROPN	humileté
humelitez	NOUN	humiler
húmes	NOUN	hamme
humeur	NOUN	humeur
humières	NOUN	humir
humiliacion	NOUN	humilion
humilíad	VERB	humaillier
humiliád	NOUN	humilit
humiliant	ADJ	humilitair
humiliast	NOUN	humillier
humilïat	VERB	humilité
humiliet	NOUN	humilité
humilitad	NOUN	humilité
humilited	NOUN	humilite
humilitei	NOUN	humilité
humiliteit	NOUN	humilité
humiliteiz	NOUN	humilité
humilités	NOUN	humilité
humilitez	NOUN	humilité
humme	NOUN	homme
hummes	NOUN	homme
humur	NOUN	humbre
huna	VERB	honne
hunbles	NOUN	umble
hunbles	PROPN	umble
huneisun	NOUN	honneuis
hunt	VERB	hont
huntindone	PROPN	hontince-dion
hunúr	NOUN	honneur
hunura	VERB	honorer
hunurablement	ADV	hournage
hurades	NOUN	harde
hureisun	NOUN	hurreil
huretes	NOUN	hurter
hurtastez	NOUN	hurter
hurteiz	NOUN	hurter
hutin	ADJ	huitin
hutini	PROPN	huitin
hutynge	NOUN	hutignat
huyct	NOUN	huit
huymays	NOUN	huyaume
huys	NOUN	huis
huyt	NOUN	huit
huyz	NOUN	huit
hyacinthus	ADJ	hicitance
hyaenia	PROPN	häinele
hydes	NOUN	indiès
hydeux	NOUN	hibelt
hydous	NOUN	hidout
hydouse	NOUN	hidout
hyer	NOUN	hier
hyeter	PROPN	hiter
hykaï	PROPN	chief
hylaires	ADJ	chilier
hylarie	ADJ	hilaissier
hymners	NOUN	miner
hynnyr	VERB	hinnit
hyra	NOUN	hirap
hyra	PROPN	hirap
hyram	PROPN	hirampre
hyrelgas	ADJ	hulart
hyretage	NOUN	hiratière
hyretaige	NOUN	hiratière
hystoire	NOUN	histioration
hystoires	NOUN	histoire
ias	VERB	aler
iave	NOUN	aler
iawe	NOUN	eux
iawex	ADJ	aler
iax	NOUN	il
ibidem	NOUN	biedier
íce	DET	ce
iceaux	DET	icel
iceli	DET	cil
íceli	PRON	cel
icelledicte	DET	ciltement
ícels	DET	cel
icelx	DET	cil
íces	DET	ce
iceuls	DET	cil
ichelle	ADJ	cil
ichelui	ADJ	cil
ichelui	PROPN	cicol
icheulx	NOUN	cicel
ichy	VERB	ichis
icí	PRON	ice
icilz	PRON	cil
íço	PRON	ce
içó	DET	ce
íçó	PRON	ce
icos	NOUN	ciso
ics	DET	cest
icy	ADV	ici
icy	ADV	ice
icy	X	ice
id	VERB	il
idunches	PROPN	dincure
idunkes	NOUN	donner
idunques	NOUN	donque
ielz	NOUN	il
ïer	ADJ	ire
iérc	NOUN	hervo
íercs	NOUN	ercer
ieremie	PROPN	irestement
íerent	VERB	estre
iermes	NOUN	erem
iért	VERB	il
ierunt	VERB	estre
iéz	NOUN	étre
igaal	NOUN	igale
igalment	NOUN	iglamement
ignelment	NOUN	ignelement
igniaument	NOUN	ignogele
igniquité	NOUN	ignigel
ignocens	ADJ	ignoce
ignorence	NOUN	ignorean
ignorens	ADJ	ignore
ihesu	PROPN	iseu
ikenild	ADJ	besillin
·il	PRON	il
íl	DET	il
ileqe	DET	illuec
ileqe	ADJ	illee
ileque	DET	illuec
ilequez	VERB	illuec
ilionés	PROPN	iloncesse
ilioneus	PROPN	ilusenos
ílle	NOUN	lieu
illecq	DET	illuec
illecq	ADV	illuce
illecquez	VERB	illuec
illeoques	ADV	illuece
illeq	DET	il
illo	PRON	illue
illoqes	DET	illuec
illumee	NOUN	illumesse
ilóc	ADV	il
ílóc	DET	lecier
iloches	PROPN	ilchesse
iloches	NOUN	iluche
iloek	ADJ	illuec
iltel	DET	illuet
ilukes	ADV	iluec
imágenes	NOUN	igne
imagination	NOUN	imagination
imaige	NOUN	image
imber	NOUN	imber
immaculati	NOUN	imaclime
immitateur	NOUN	iméttammetier
immoderé	VERB	imormegent
immortelz	NOUN	imretement
immuables	NOUN	imagueil
immuebles	NOUN	immeux
imorecurratur	NOUN	imretumer
impacience	NOUN	impatiche
impaciences	NOUN	impecaince
impacient	NOUN	impatice
impacientes	NOUN	impetamce
imparfaicte	NOUN	incarfation
impatience	NOUN	ixpantinement
impatiente	NOUN	impettaure
impedimentz	ADJ	imptement
imperateur	NOUN	imeptarter
imperateurs	NOUN	imetre-ce-pe-tre
imperatori	NOUN	imeptirape
imperfection	NOUN	imperfection
imperfections	NOUN	imperfection
imperfecto	NOUN	imperfectiom
impetrans	NOUN	imperte-dle
impetrées	NOUN	impertement
impetueusement	NOUN	impuetlement
impetuosité	NOUN	impostier
importunement	NOUN	imretomment
imposicions	NOUN	imposition
imposition	NOUN	imposition
imposts	NOUN	imposstre
impotance	NOUN	ixmetance
impotens	NOUN	impotement
impression	NOUN	improsie
imprudence	NOUN	irpondhion
impugnation	NOUN	ignochantion
impune	NOUN	mimonde
imputée	NOUN	imputer
inbalod	PROPN	ibambatre
incarnacïun	PROPN	incarnation
incarnations	NOUN	incarnation
incarnatiun	PROPN	incarnation
incarnatiun	NOUN	incarnation
incertaineté	NOUN	incertantement
incessable	NOUN	incassate
inchy	PROPN	inchanc
incideret	NOUN	inctendre
incipit	PROPN	incitace
incision	NOUN	incisant
incitacion	NOUN	inctacion
incitee	NOUN	inciette
inclinacion	NOUN	inclancier
inclinacions	NOUN	inclincance
inclination	NOUN	incintacion
inclusive	NOUN	inclutume
incommutabiliter	VERB	imocentiment
incomparable	ADJ	imnochatampe
inconbustum	NOUN	incumbre
incongneus	ADJ	inconnu
incontinant	ADV	incontinent
incontinenche	NOUN	incontinent
inconveniens	NOUN	inconsinencent
inconvenient	VERB	incontinencent
increable	ADJ	incraceau
increables	ADJ	incraceau
incursion	NOUN	incursun
indeuement	ADV	indement
indeues	NOUN	indeux
indicion	NOUN	indicines
indictïuns	NOUN	indduitince
indiferanment	NOUN	indefencre
indifferentement	NOUN	indrefesie
indigens	ADJ	indignet
indignacion	PROPN	indignetion
indignacion	NOUN	indignetion
indignacions	NOUN	indicant
indignatiun	NOUN	indiguitin
indignee	ADJ	indignet
indissoluble	ADJ	enfuistre
indistincte	NOUN	indictines
indiviables	NOUN	infiblation
indivie	ADJ	indicien
infelicité	NOUN	infication
inferneus	ADJ	inferse
infidelles	NOUN	infidle
ínfíníte	NOUN	nefcren
infiniz	NOUN	insenti
infiny	NOUN	insif
influent	VERB	inlestin
informacion	NOUN	inforbranc
information	NOUN	information
informationes	NOUN	information
informations	NOUN	information
informée	VERB	informer
infourmer	VERB	informer
infra	VERB	enfren
infusions	NOUN	inseus
ingenieuse	ADJ	ingingele
ingenieuses	ADJ	ingingele
ingras	ADJ	igner
ingressum	ADJ	ignor
inhabile	NOUN	inhabasiat
inhabitable	ADJ	inbatial
inhibicion	NOUN	inçibion
inhibitions	NOUN	inbisiption
